test_ibs,mean_ibs,std_ibs,test_cindex,mean_cindex,std_cindex,test_auc,mean_auc,std_auc,test_tpr,test_fpr,best_params,kernel,task
"[np.float64(0.15660313325997424), np.float64(0.13297538425427524), np.float64(0.16539560797161187), np.float64(0.19126662007935408), np.float64(0.1867737858406526)]",0.1666029062811736,0.0212010680291105,"[np.float64(0.0), np.float64(0.8663206987644597), np.float64(0.6051782417468264), np.float64(0.0), np.float64(0.0)]",0.2942997881022572,0.3697811328357234,"[np.float64(0.5), np.float64(0.7125212714102399), np.float64(0.798485475420688), np.float64(0.5), np.float64(0.5)]",0.6022013493661855,0.1280884778405875,"[array([0., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.05401687, 0.05401687, 0.05401687, 0.05401687, 0.05401687,
       0.10477359, 0.10477359, 0.10477359, 0.10477359, 0.10477359,
       0.10477359, 0.10477359, 0.10477359, 0.10477359, 0.10477359,
       0.10477359, 0.10477359, 0.14812123, 0.14812123, 0.14812123,
       0.14812123, 0.14812123, 0.14812123, 0.18781326, 0.2267274 ,
       0.2648221 , 0.2648221 , 0.2648221 , 0.3015566 , 0.33715869,
       0.33715869, 0.37203532, 0.37203532, 0.37203532, 0.47015838,
       0.50209982, 0.565074  , 0.565074  , 0.59517213, 0.59517213,
       0.59517213, 0.59517213, 0.59517213, 0.59517213, 0.62160466,
       0.62160466, 0.62160466, 0.62160466, 0.62160466, 0.66795808,
       0.66795808, 0.66795808, 0.66795808, 0.66795808, 0.72796322,
       0.74759899, 0.76659263, 0.78444657, 0.8018501 , 0.8018501 ,
       0.81817493, 0.81817493, 0.83338508, 0.86225431, 0.88921296,
       0.9414258 , 0.9414258 , 0.98882976, 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.        , 0.0407635 , 0.0407635 , 0.0407635 , 0.08016636,
       0.1191074 , 0.1191074 , 0.1191074 , 0.15693276, 0.15693276,
       0.15693276, 0.15693276, 0.19294491, 0.228906  , 0.228906  ,
       0.228906  , 0.26327933, 0.33188108, 0.36564127, 0.39896968,
       0.4319332 , 0.52932669, 0.52932669, 0.52932669, 0.52932669,
       0.56010722, 0.59051164, 0.62070583, 0.62070583, 0.6792824 ,
       0.6792824 , 0.6792824 , 0.6792824 , 0.70686286, 0.70686286,
       0.70686286, 0.70686286, 0.70686286, 0.70686286, 0.73217391,
       0.73217391, 0.73217391, 0.73217391, 0.73217391, 0.75535925,
       0.75535925, 0.77758729, 0.77758729, 0.77758729, 0.7987132 ,
       0.7987132 , 0.7987132 , 0.7987132 , 0.7987132 , 0.7987132 ,
       0.7987132 , 0.7987132 , 0.7987132 , 0.81590642, 0.81590642,
       0.81590642, 0.81590642, 0.84732227, 0.84732227, 0.84732227,
       0.86195189, 0.89034186, 0.89034186, 0.90358383, 0.91647736,
       0.91647736, 0.92837477, 0.94010024, 0.95115627, 0.97273372,
       0.97273372, 0.97273372, 0.98219496, 0.9915939 , 0.9915939 ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.]), array([0., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.])]","[array([0., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.00587476, 0.00587476, 0.00587476, 0.00587476, 0.00587476,
       0.01378699, 0.01378699, 0.01378699, 0.01378699, 0.01378699,
       0.01378699, 0.01378699, 0.01378699, 0.01378699, 0.01378699,
       0.01378699, 0.01378699, 0.02632961, 0.02632961, 0.02632961,
       0.02632961, 0.02632961, 0.02632961, 0.04115684, 0.05647021,
       0.07229571, 0.07229571, 0.07229571, 0.08897128, 0.10635456,
       0.10635456, 0.12419122, 0.12419122, 0.12419122, 0.18176773,
       0.20143877, 0.24134876, 0.24134876, 0.2621718 , 0.2621718 ,
       0.2621718 , 0.2621718 , 0.2621718 , 0.2621718 , 0.28528569,
       0.28528569, 0.28528569, 0.28528569, 0.28528569, 0.335583  ,
       0.335583  , 0.335583  , 0.335583  , 0.335583  , 0.41698171,
       0.44434332, 0.47210623, 0.5005814 , 0.52933807, 0.52933807,
       0.55876888, 0.55876888, 0.58889632, 0.65012056, 0.71253885,
       0.83844063, 0.83844063, 0.96734777, 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.00000000e+00, 2.13665339e-04, 2.13665339e-04, 2.13665339e-04,
       2.43643310e-03, 5.34111656e-03, 5.34111656e-03, 5.34111656e-03,
       9.89320443e-03, 9.89320443e-03, 9.89320443e-03, 9.89320443e-03,
       1.71226622e-02, 2.44275045e-02, 2.44275045e-02, 2.44275045e-02,
       3.40768317e-02, 5.35894433e-02, 6.41441198e-02, 7.53363514e-02,
       8.70673906e-02, 1.24471034e-01, 1.24471034e-01, 1.24471034e-01,
       1.24471034e-01, 1.39425447e-01, 1.54935225e-01, 1.70755419e-01,
       1.70755419e-01, 2.05071119e-01, 2.05071119e-01, 2.05071119e-01,
       2.05071119e-01, 2.24750710e-01, 2.24750710e-01, 2.24750710e-01,
       2.24750710e-01, 2.24750710e-01, 2.24750710e-01, 2.47781315e-01,
       2.47781315e-01, 2.47781315e-01, 2.47781315e-01, 2.47781315e-01,
       2.73950694e-01, 2.73950694e-01, 3.01533638e-01, 3.01533638e-01,
       3.01533638e-01, 3.30743965e-01, 3.30743965e-01, 3.30743965e-01,
       3.30743965e-01, 3.30743965e-01, 3.30743965e-01, 3.30743965e-01,
       3.30743965e-01, 3.30743965e-01, 3.65761251e-01, 3.65761251e-01,
       3.65761251e-01, 3.65761251e-01, 4.40182191e-01, 4.40182191e-01,
       4.40182191e-01, 4.78984868e-01, 5.57873786e-01, 5.57873786e-01,
       5.98725470e-01, 6.40091645e-01, 6.40091645e-01, 6.82928669e-01,
       7.26019599e-01, 7.70099009e-01, 8.59047218e-01, 8.59047218e-01,
       8.59047218e-01, 9.05481480e-01, 9.52007729e-01, 9.52007729e-01,
       1.00000000e+00, 1.00000000e+00, 1.00000000e+00, 1.00000000e+00,
       1.00000000e+00, 1.00000000e+00, 1.00000000e+00, 1.00000000e+00,
       1.00000000e+00, 1.00000000e+00, 1.00000000e+00, 1.00000000e+00,
       1.00000000e+00, 1.00000000e+00, 1.00000000e+00, 1.00000000e+00,
       1.00000000e+00, 1.00000000e+00, 1.00000000e+00, 1.00000000e+00,
       1.00000000e+00]), array([0., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.]), array([0., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.,
       1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1., 1.])]","[{'lambda_reg': 6.025215736203858e-05, 'K_bin': 60, 'gamma': 2.9154431891537547, 'degree': 7, 'coef0': 3.540362888980227}, {'lambda_reg': 0.8195681508376966, 'K_bin': 734, 'gamma': 0.004650952617710789, 'degree': 2, 'coef0': 3.138214726279749}, {'lambda_reg': 0.6881485068556921, 'K_bin': 559, 'gamma': 0.012153941658993212, 'degree': 2, 'coef0': 1.7942166281224368}, {'lambda_reg': 6.025215736203858e-05, 'K_bin': 60, 'gamma': 2.9154431891537547, 'degree': 7, 'coef0': 3.540362888980227}, {'lambda_reg': 6.025215736203858e-05, 'K_bin': 60, 'gamma': 2.9154431891537547, 'degree': 7, 'coef0': 3.540362888980227}]",polynomial,13
"[np.float64(0.14038739109153897), np.float64(0.13311078937396206), np.float64(0.18011911216919696), np.float64(0.1945381432732191), np.float64(0.17401451161411585)]",0.1644339895044066,0.0236788990989111,"[np.float64(0.6795213045327586), np.float64(0.8764188499918558), np.float64(0.6051452114567559), np.float64(0.6807283754219116), np.float64(0.6420260173301978)]",0.6967679517466959,0.0940431454290969,"[np.float64(0.7128045928837491), np.float64(0.7104469791187529), np.float64(0.821465528274893), np.float64(0.6634891106569819), np.float64(0.671683614092492)]",0.7159779650053737,0.0563655168585214,"[array([0.        , 0.        , 0.        , 0.        , 0.05407183,
       0.05407183, 0.05407183, 0.05407183, 0.05407183, 0.05407183,
       0.05407183, 0.05407183, 0.05407183, 0.05407183, 0.05407183,
       0.05407183, 0.05407183, 0.05407183, 0.10000453, 0.1454602 ,
       0.1454602 , 0.1454602 , 0.1454602 , 0.1454602 , 0.1454602 ,
       0.1454602 , 0.1454602 , 0.1867693 , 0.1867693 , 0.1867693 ,
       0.1867693 , 0.1867693 , 0.22496675, 0.30053546, 0.33739837,
       0.33739837, 0.33739837, 0.33739837, 0.33739837, 0.33739837,
       0.3711166 , 0.3711166 , 0.3711166 , 0.3711166 , 0.3711166 ,
       0.3711166 , 0.43197891, 0.46208806, 0.52064518, 0.52064518,
       0.52064518, 0.52064518, 0.57498781, 0.57498781, 0.57498781,
       0.57498781, 0.57498781, 0.62359726, 0.62359726, 0.62359726,
       0.62359726, 0.69019521, 0.69019521, 0.69019521, 0.71033121,
       0.71033121, 0.71033121, 0.71033121, 0.72837735, 0.76343751,
       0.81493245, 0.83146197, 0.83146197, 0.84688027, 0.86194274,
       0.93319863, 0.96045906, 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.05460604, 0.05460604, 0.05460604, 0.05460604, 0.05460604,
       0.10597763, 0.10597763, 0.10597763, 0.10597763, 0.10597763,
       0.10597763, 0.10597763, 0.10597763, 0.10597763, 0.10597763,
       0.10597763, 0.10597763, 0.10597763, 0.14933703, 0.14933703,
       0.14933703, 0.14933703, 0.14933703, 0.14933703, 0.18899016,
       0.22767374, 0.26560534, 0.26560534, 0.26560534, 0.30205339,
       0.33743651, 0.37235856, 0.37235856, 0.37235856, 0.37235856,
       0.50238535, 0.50238535, 0.56469118, 0.56469118, 0.59460271,
       0.59460271, 0.59460271, 0.59460271, 0.59460271, 0.62085985,
       0.62085985, 0.62085985, 0.62085985, 0.62085985, 0.66742086,
       0.66742086, 0.66742086, 0.66742086, 0.66742086, 0.68760973,
       0.74649264, 0.76553886, 0.76553886, 0.78315478, 0.80043793,
       0.81671047, 0.81671047, 0.83195958, 0.86077529, 0.87426386,
       0.9397487 , 0.97716942, 0.98873905, 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.        , 0.05286979, 0.05286979, 0.05286979, 0.05286979,
       0.05286979, 0.05286979, 0.05286979, 0.10189898, 0.10189898,
       0.10189898, 0.14938818, 0.14938818, 0.14938818, 0.14938818,
       0.14938818, 0.14938818, 0.14938818, 0.14938818, 0.19297104,
       0.23582326, 0.23582326, 0.23582326, 0.27714841, 0.27714841,
       0.27714841, 0.39608794, 0.39608794, 0.47319693, 0.47319693,
       0.47319693, 0.54717271, 0.58353071, 0.58353071, 0.58353071,
       0.58353071, 0.58353071, 0.58353071, 0.58353071, 0.6161726 ,
       0.6161726 , 0.64810608, 0.64810608, 0.67861856, 0.67861856,
       0.70805162, 0.70805162, 0.73669038, 0.73669038, 0.76406532,
       0.76406532, 0.76406532, 0.79007074, 0.81532156, 0.81532156,
       0.81532156, 0.81532156, 0.81532156, 0.81532156, 0.81532156,
       0.81532156, 0.81532156, 0.81532156, 0.81532156, 0.83450831,
       0.83450831, 0.87116562, 0.87116562, 0.87116562, 0.87116562,
       0.87116562, 0.87116562, 0.87116562, 0.87116562, 0.87116562,
       0.87116562, 0.87116562, 0.87116562, 0.88318927, 0.89457624,
       0.9052374 , 0.91566931, 0.92545922, 0.93482504, 0.93482504,
       0.93482504, 0.95862353, 0.96561685, 0.97914194, 0.98525917,
       0.98525917, 0.99544537, 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.05701223,
       0.05701223, 0.05701223, 0.05701223, 0.05701223, 0.05701223,
       0.05701223, 0.05701223, 0.05701223, 0.05701223, 0.05701223,
       0.05701223, 0.05701223, 0.05701223, 0.05701223, 0.05701223,
       0.14544443, 0.14544443, 0.14544443, 0.14544443, 0.14544443,
       0.14544443, 0.14544443, 0.18419492, 0.18419492, 0.18419492,
       0.18419492, 0.18419492, 0.18419492, 0.21827028, 0.2515709 ,
       0.2515709 , 0.2515709 , 0.28219421, 0.31199732, 0.39995547,
       0.45720904, 0.56734623, 0.64782435, 0.64782435, 0.69820205,
       0.69820205, 0.69820205, 0.74327239, 0.76548389, 0.80783815,
       0.82848226, 0.82848226, 0.82848226, 0.82848226, 0.8457123 ,
       0.87882318, 0.91054778, 0.9250905 , 0.9250905 , 0.9507269 ,
       0.9507269 , 0.96191844, 0.97285816, 0.98316129, 0.99232034,
       0.99232034, 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.04992798, 0.09908276, 0.09908276,
       0.09908276, 0.09908276, 0.09908276, 0.09908276, 0.09908276,
       0.09908276, 0.09908276, 0.09908276, 0.09908276, 0.09908276,
       0.09908276, 0.13957404, 0.13957404, 0.25773487, 0.25773487,
       0.25773487, 0.29511916, 0.29511916, 0.29511916, 0.29511916,
       0.29511916, 0.29511916, 0.32834263, 0.36076457, 0.36076457,
       0.42301763, 0.45313987, 0.45313987, 0.45313987, 0.50915711,
       0.50915711, 0.50915711, 0.53543986, 0.56077234, 0.58550279,
       0.58550279, 0.60916248, 0.63186854, 0.63186854, 0.65334081,
       0.67423864, 0.69421858, 0.69421858, 0.73192669, 0.74982443,
       0.78455689, 0.83402183, 0.85002459, 0.92702114, 0.98625997,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ])]","[array([0.        , 0.        , 0.        , 0.        , 0.00136305,
       0.00136305, 0.00136305, 0.00136305, 0.00136305, 0.00136305,
       0.00136305, 0.00136305, 0.00136305, 0.00136305, 0.00136305,
       0.00136305, 0.00136305, 0.00136305, 0.0090405 , 0.01708803,
       0.01708803, 0.01708803, 0.01708803, 0.01708803, 0.01708803,
       0.01708803, 0.01708803, 0.02835251, 0.02835251, 0.02835251,
       0.02835251, 0.02835251, 0.04203102, 0.070029  , 0.08474286,
       0.08474286, 0.08474286, 0.08474286, 0.08474286, 0.08474286,
       0.10189639, 0.10189639, 0.10189639, 0.10189639, 0.10189639,
       0.10189639, 0.14130371, 0.16125718, 0.20245289, 0.20245289,
       0.20245289, 0.20245289, 0.24691823, 0.24691823, 0.24691823,
       0.24691823, 0.24691823, 0.29583141, 0.29583141, 0.29583141,
       0.29583141, 0.37410135, 0.37410135, 0.37410135, 0.40179206,
       0.40179206, 0.40179206, 0.40179206, 0.43110411, 0.49052893,
       0.5805159 , 0.61100455, 0.61100455, 0.64235529, 0.6739821 ,
       0.83526312, 0.90073903, 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.00580012, 0.00580012, 0.00580012, 0.00580012, 0.00580012,
       0.01359023, 0.01359023, 0.01359023, 0.01359023, 0.01359023,
       0.01359023, 0.01359023, 0.01359023, 0.01359023, 0.01359023,
       0.01359023, 0.01359023, 0.01359023, 0.02630979, 0.02630979,
       0.02630979, 0.02630979, 0.02630979, 0.02630979, 0.04130962,
       0.05690596, 0.07296495, 0.07296495, 0.07296495, 0.08993669,
       0.10756362, 0.12547422, 0.12547422, 0.12547422, 0.12547422,
       0.20306076, 0.20306076, 0.24351985, 0.24351985, 0.26451315,
       0.26451315, 0.26451315, 0.26451315, 0.26451315, 0.2877548 ,
       0.2877548 , 0.2877548 , 0.2877548 , 0.2877548 , 0.33790081,
       0.33790081, 0.33790081, 0.33790081, 0.33790081, 0.36487593,
       0.44683717, 0.4745153 , 0.4745153 , 0.50307341, 0.53183626,
       0.56122088, 0.56122088, 0.59123516, 0.65229888, 0.68339633,
       0.84008821, 0.93525396, 0.96753203, 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.00000000e+00, 3.19908458e-04, 3.19908458e-04, 3.19908458e-04,
       3.19908458e-04, 3.19908458e-04, 3.19908458e-04, 3.19908458e-04,
       3.88582133e-03, 3.88582133e-03, 3.88582133e-03, 8.75329413e-03,
       8.75329413e-03, 8.75329413e-03, 8.75329413e-03, 8.75329413e-03,
       8.75329413e-03, 8.75329413e-03, 8.75329413e-03, 1.69223284e-02,
       2.57088867e-02, 2.57088867e-02, 2.57088867e-02, 3.57860913e-02,
       3.57860913e-02, 3.57860913e-02, 7.02739713e-02, 7.02739713e-02,
       9.51117819e-02, 9.51117819e-02, 9.51117819e-02, 1.22597721e-01,
       1.36873059e-01, 1.36873059e-01, 1.36873059e-01, 1.36873059e-01,
       1.36873059e-01, 1.36873059e-01, 1.36873059e-01, 1.54289185e-01,
       1.54289185e-01, 1.72304037e-01, 1.72304037e-01, 1.91519894e-01,
       1.91519894e-01, 2.11648054e-01, 2.11648054e-01, 2.32447537e-01,
       2.32447537e-01, 2.54315173e-01, 2.54315173e-01, 2.54315173e-01,
       2.77340309e-01, 3.01003211e-01, 3.01003211e-01, 3.01003211e-01,
       3.01003211e-01, 3.01003211e-01, 3.01003211e-01, 3.01003211e-01,
       3.01003211e-01, 3.01003211e-01, 3.01003211e-01, 3.01003211e-01,
       3.29791340e-01, 3.29791340e-01, 3.88818090e-01, 3.88818090e-01,
       3.88818090e-01, 3.88818090e-01, 3.88818090e-01, 3.88818090e-01,
       3.88818090e-01, 3.88818090e-01, 3.88818090e-01, 3.88818090e-01,
       3.88818090e-01, 3.88818090e-01, 4.23660328e-01, 4.59040671e-01,
       4.95034463e-01, 5.31222001e-01, 5.67952154e-01, 6.05040733e-01,
       6.05040733e-01, 6.05040733e-01, 7.19939883e-01, 7.59033646e-01,
       8.37611279e-01, 8.77445506e-01, 8.77445506e-01, 9.58845097e-01,
       1.00000000e+00, 1.00000000e+00, 1.00000000e+00, 1.00000000e+00,
       1.00000000e+00, 1.00000000e+00, 1.00000000e+00, 1.00000000e+00,
       1.00000000e+00]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.0100527 ,
       0.0100527 , 0.0100527 , 0.0100527 , 0.0100527 , 0.0100527 ,
       0.0100527 , 0.0100527 , 0.0100527 , 0.0100527 , 0.0100527 ,
       0.0100527 , 0.0100527 , 0.0100527 , 0.0100527 , 0.0100527 ,
       0.04140604, 0.04140604, 0.04140604, 0.04140604, 0.04140604,
       0.04140604, 0.04140604, 0.05948488, 0.05948488, 0.05948488,
       0.05948488, 0.05948488, 0.05948488, 0.07961846, 0.10009254,
       0.10009254, 0.10009254, 0.12174332, 0.14375458, 0.21042616,
       0.25548268, 0.34751634, 0.41747543, 0.41747543, 0.46555394,
       0.46555394, 0.46555394, 0.51596506, 0.54131287, 0.59291772,
       0.61895441, 0.61895441, 0.61895441, 0.61895441, 0.6464916 ,
       0.70215897, 0.75843561, 0.7871539 , 0.7871539 , 0.84610634,
       0.84610634, 0.87629749, 0.90659932, 0.93718093, 0.96826536,
       0.96826536, 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ]), array([0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.        , 0.        , 0.        ,
       0.        , 0.        , 0.01013362, 0.02069888, 0.02069888,
       0.02069888, 0.02069888, 0.02069888, 0.02069888, 0.02069888,
       0.02069888, 0.02069888, 0.02069888, 0.02069888, 0.02069888,
       0.02069888, 0.0361006 , 0.0361006 , 0.08415528, 0.08415528,
       0.08415528, 0.1012915 , 0.1012915 , 0.1012915 , 0.1012915 ,
       0.1012915 , 0.1012915 , 0.12075053, 0.14065702, 0.14065702,
       0.18191635, 0.20310667, 0.20310667, 0.20310667, 0.24784718,
       0.24784718, 0.24784718, 0.27118092, 0.29504515, 0.31924548,
       0.31924548, 0.34404355, 0.36937401, 0.36937401, 0.39539323,
       0.42173314, 0.44858547, 0.44858547, 0.50354719, 0.53156193,
       0.58818483, 0.67458949, 0.70366211, 0.8507096 , 0.9696642 ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        , 1.        , 1.        , 1.        , 1.        ,
       1.        ])]","[{'lambda_reg': 0.09802989335981964, 'K_bin': 420, 'gamma': 0.0011663256306724558}, {'lambda_reg': 0.05932435824892386, 'K_bin': 713, 'gamma': 0.0010746901188677619}, {'lambda_reg': 0.01758075894749397, 'K_bin': 728, 'gamma': 0.004273294674816818}, {'lambda_reg': 0.026819086739186742, 'K_bin': 690, 'gamma': 0.0014092674202848309}, {'lambda_reg': 0.1449144501148241, 'K_bin': 365, 'gamma': 0.0010862107477327167}]",cauchy,11
