step,candidates_evaluated,candidates_c_index,candidates_secondary_metric,selected_feature,cumulative_features,val_c_index,val_secondary_metric,improvement,accepted
1,"['DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumor', 'DiffEmDiasEntreRhcDt1TratamentoTumorEDtDiagnosticoTumor', 'RhcIdadeNo1Consulta', 'DiffEmDiasEntreRhcDt1TratamentoTumorERhcDt1Consulta', 'RhcEstadiamentoClinico', 'FaixaETCAT', 'RhcInstrucao', 'PndrRenda', 'CosemsMacrorregiaoSaude', 'RhcPrimeiroTratamentoRecebidoNoHospitalQuimioterapia', 'RhcPrimeiroTratamentoRecebidoNoHospitalCirurgia', 'DiffEmDiasEntreRhcDt1TratamentoTumorEDtDiagnosticoTumorIntevalo', 'RhcPrimeiroTratamentoRecebidoNoHospitalHormonioterapia', 'RhcHistoricoTabaco', 'RhcPrimeiroTratamentoRecebidoNoHospitalRadioterapia', 'RhcRacaCor', 'RhcHistoricoFamiliarCancer', 'Origem', 'RhcOrigemEncamiamento', 'DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumorIntevalo', 'RhcFonte', 'RhcTipoHistológico', 'RhcHistoricoAlcool', 'DiffEmDiasEntreRhcDt1TratamentoTumorERhcDt1ConsultaIntevalo', 'RhcPrimeiroTratamentoRecebidoNoHospitalOutras', 'RhcLOCTUPRI', 'RhcPrimeiroTratamentoRecebidoNoHospitalNenhum', 'RhcPrimeiroTratamentoRecebidoNoHospitalSemInformacao', 'Município', 'RhcPrimeiroTratamentoRecebidoNoHospitalImunoterapia']","[np.float64(0.595144236304213), np.float64(0.5475370545825975), np.float64(0.5421556878637861), np.float64(0.5353857846220802), np.float64(0.46856836747911096), np.float64(0.42549261491397194), np.float64(0.3722675295091946), np.float64(0.37168844329922), np.float64(0.33928293441186225), np.float64(0.2883634637462164), np.float64(0.2845274940705687), np.float64(0.27690343182906935), np.float64(0.2612878002507007), np.float64(0.24578667558746628), np.float64(0.23392275599655143), np.float64(0.22865299552626467), np.float64(0.22283777218643816), np.float64(0.21967944000699358), np.float64(0.21759940786283694), np.float64(0.21023495680250462), np.float64(0.19944809168847713), np.float64(0.19210091793593193), np.float64(0.1602443582502083), np.float64(0.152441039876266), np.float64(0.12181957818588965), np.float64(0.044752449670231585), np.float64(0.013271722379631243), np.float64(0.0028297941555241193), np.float64(0.0), np.float64(0.0)]","[np.float64(0.10478496769983496), np.float64(0.10515308237155169), np.float64(0.10468981225841928), np.float64(0.10505452562676283), np.float64(0.10151941501431647), np.float64(0.10503858995303313), np.float64(0.10420890018146117), np.float64(0.10478324271407392), np.float64(0.1049545725251009), np.float64(0.1047421356208593), np.float64(0.10515233355751037), np.float64(0.10506430186673665), np.float64(0.10461188413682584), np.float64(0.105006451046544), np.float64(0.10513053318990853), np.float64(0.1050832538208109), np.float64(0.10514013140113711), np.float64(0.1051856008658213), np.float64(0.10525443178270517), np.float64(0.10482159994264437), np.float64(0.10407355934419549), np.float64(0.10519759844795135), np.float64(0.1055886842634237), np.float64(0.10526133005160407), np.float64(0.10461357487983595), np.float64(0.10503290701799405), np.float64(0.10510838479712138), np.float64(0.1050879290471448), np.float64(0.10510868097342754), np.float64(0.10510882915404894)]",DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumor,['DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumor'],0.595144236304213,0.10478496769983496,inf,True
2,"['RhcEstadiamentoClinico', 'RhcFonte', 'CosemsMacrorregiaoSaude', 'RhcIdadeNo1Consulta', 'RhcPrimeiroTratamentoRecebidoNoHospitalQuimioterapia', 'RhcRacaCor', 'DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumorIntevalo', 'RhcPrimeiroTratamentoRecebidoNoHospitalHormonioterapia', 'RhcPrimeiroTratamentoRecebidoNoHospitalCirurgia', 'RhcPrimeiroTratamentoRecebidoNoHospitalSemInformacao', 'RhcPrimeiroTratamentoRecebidoNoHospitalImunoterapia', 'Município', 'PndrRenda', 'RhcPrimeiroTratamentoRecebidoNoHospitalNenhum', 'RhcLOCTUPRI', 'RhcInstrucao', 'RhcPrimeiroTratamentoRecebidoNoHospitalOutras', 'RhcTipoHistológico', 'Origem', 'RhcHistoricoTabaco', 'RhcOrigemEncamiamento', 'DiffEmDiasEntreRhcDt1TratamentoTumorERhcDt1Consulta', 'RhcHistoricoAlcool', 'DiffEmDiasEntreRhcDt1TratamentoTumorEDtDiagnosticoTumorIntevalo', 'FaixaETCAT', 'RhcHistoricoFamiliarCancer', 'RhcPrimeiroTratamentoRecebidoNoHospitalRadioterapia', 'DiffEmDiasEntreRhcDt1TratamentoTumorEDtDiagnosticoTumor', 'DiffEmDiasEntreRhcDt1TratamentoTumorERhcDt1ConsultaIntevalo']","[np.float64(0.6447299447011138), np.float64(0.6344546439736954), np.float64(0.6083686188185763), np.float64(0.6081085607684322), np.float64(0.6029545566891783), np.float64(0.5965008682557423), np.float64(0.5961761615240979), np.float64(0.5956719108527112), np.float64(0.5954371053153418), np.float64(0.595415038266639), np.float64(0.5953736909044336), np.float64(0.595144236304213), np.float64(0.5944793939789621), np.float64(0.594386840297513), np.float64(0.5938847069514627), np.float64(0.5937032901296425), np.float64(0.5926959086484596), np.float64(0.5919662347997212), np.float64(0.5889609633152485), np.float64(0.5878398761557989), np.float64(0.586961312436242), np.float64(0.5800002878703077), np.float64(0.5774865738708568), np.float64(0.5754141588188115), np.float64(0.5691789333614011), np.float64(0.5685819264029529), np.float64(0.5658252136192672), np.float64(0.55845657227173), np.float64(0.552132513933956)]","[np.float64(0.10202935460838392), np.float64(0.10354164741713906), np.float64(0.10458941266332156), np.float64(0.10438413453323901), np.float64(0.10455313042667895), np.float64(0.10476056101818394), np.float64(0.10478337561838731), np.float64(0.1056390432840923), np.float64(0.10477221333919189), np.float64(0.10478322161944055), np.float64(0.10484191179637568), np.float64(0.10478496769983496), np.float64(0.10441798928157989), np.float64(0.10477653705835904), np.float64(0.10472114441054091), np.float64(0.10399102882488588), np.float64(0.10418741424057222), np.float64(0.10490271922480274), np.float64(0.10488580097462295), np.float64(0.10469329454844811), np.float64(0.1049152811287702), np.float64(0.10529055874264544), np.float64(0.10520893274194847), np.float64(0.10491289333122378), np.float64(0.1047316321425207), np.float64(0.10485546167501839), np.float64(0.1048195074593648), np.float64(0.10516098311239386), np.float64(0.10500463620305116)]",RhcEstadiamentoClinico,"['DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumor', 'RhcEstadiamentoClinico']",0.6447299447011138,0.10202935460838392,0.049585708396900796,True
