test_ibs,mean_ibs,std_ibs,test_cindex,mean_cindex,std_cindex,mean_bias,std_bias,mean_mse,std_mse,best_params,sample_size,method,kernel
"[np.float64(0.1343765888203474), np.float64(0.09133621535290207), np.float64(0.21271618611342805), np.float64(0.1369539551854956), np.float64(0.13328885768784687)]",0.1417343606320039,0.0393108336174495,"[np.float64(0.7721449787179817), np.float64(0.8151390161041475), np.float64(0.739969215246057), np.float64(0.72105374490969), np.float64(0.8112217168737057)]",0.7719057343703163,0.0374720868205104,-0.1458873605236044,0.1736765900546846,0.1138604330391769,0.1057353501538017,"[{'lambda_reg': 0.37004677957862914, 'K_bin': 188, 'gamma': 2.573846627326352}, {'lambda_reg': 0.00027509720319872263, 'K_bin': 52, 'gamma': 0.14264960237993582}, {'lambda_reg': 0.0006457072331973898, 'K_bin': 234, 'gamma': 0.31870665481979155}, {'lambda_reg': 0.10798044521257576, 'K_bin': 562, 'gamma': 0.21352004078901332}, {'lambda_reg': 0.0005887248085454735, 'K_bin': 68, 'gamma': 0.2191199469874807}]",600,2,cauchy
"[np.float64(0.16844242788494992), np.float64(0.10202291878159384), np.float64(0.21241883315918336), np.float64(0.14045305127192095), np.float64(0.19098195416072908)]",0.1628638370516754,0.0386815394726514,"[np.float64(0.7278854563022296), np.float64(0.7867275801085004), np.float64(0.7577331008731335), np.float64(0.732739028317002), np.float64(0.7822289051438828)]",0.7574628141489497,0.0243143765201035,-0.2353192324933607,0.1909847337668358,0.1872201887259958,0.1304508536677732,"[{'lambda_reg': 0.0008130087606957615, 'K_bin': 980, 'gamma': 0.30697289979188486, 'coef0': 1.285187359254195}, {'lambda_reg': 2.437419222020284e-05, 'K_bin': 92, 'gamma': 0.4092627297485685, 'coef0': 3.594552486186881}, {'lambda_reg': 0.032696930734152675, 'K_bin': 751, 'gamma': 0.7290640322953356, 'coef0': -0.26574238260893424}, {'lambda_reg': 0.00036975667982011606, 'K_bin': 47, 'gamma': 0.1780955914856096, 'coef0': 1.5160068262337845}, {'lambda_reg': 0.0007942938315804317, 'K_bin': 590, 'gamma': 0.040189254145661255, 'coef0': 1.838333975168613}]",600,2,sigmoid
"[np.float64(0.1793981224396965), np.float64(0.1000945408591856), np.float64(0.24775881166869593), np.float64(0.15356765705944386), np.float64(0.18022842527117303)]",0.1722095114596389,0.0476901742265636,"[np.float64(0.7032817318657287), np.float64(0.7756780600289221), np.float64(0.7034710455808518), np.float64(0.6914838103907637), np.float64(0.783155841970115)]",0.7314140979672763,0.0395048819133409,-0.3567577641158587,0.0591542314383906,0.2539603215111705,0.0581649917676253,"[{'lambda_reg': 0.005504485475083534, 'K_bin': 686, 'gamma': 0.2794481665085999, 'degree': 6, 'coef0': 4.828040134289587}, {'lambda_reg': 5.578595165532523e-05, 'K_bin': 605, 'gamma': 0.054591259425291146, 'degree': 6, 'coef0': 0.8620017315326572}, {'lambda_reg': 0.02020761461619985, 'K_bin': 246, 'gamma': 0.16882045297728304, 'degree': 6, 'coef0': 4.772023169953192}, {'lambda_reg': 0.040128844530779174, 'K_bin': 317, 'gamma': 0.20777792772244777, 'degree': 4, 'coef0': 0.3521540584968602}, {'lambda_reg': 3.263301350151426e-05, 'K_bin': 428, 'gamma': 0.17962239991098167, 'degree': 3, 'coef0': 4.279465088300864}]",600,2,polynomial
"[np.float64(0.14615267260846743), np.float64(0.125721457099058), np.float64(0.12236660592338103), np.float64(0.2128045352297069), np.float64(0.1875006278789148)]",0.1589091797479056,0.0355575402959038,"[np.float64(0.6889127175922456), np.float64(0.6500149394105912), np.float64(0.6940701337539275), np.float64(0.6277458957527711), np.float64(0.6579221673115151)]",0.66373317076421,0.024784602063589,-0.1971895717320775,0.0414696716158063,0.14628881328863,0.0265286115299746,"[{'lambda_reg': 1.2592121147987403e-05, 'K_bin': 241}, {'lambda_reg': 0.00011539913806741819, 'K_bin': 9}, {'lambda_reg': 0.4350813377817889, 'K_bin': 71}, {'lambda_reg': 6.465406340626174e-05, 'K_bin': 88}, {'lambda_reg': 0.0008351526964808279, 'K_bin': 472}]",600,3,linear
"[np.float64(0.08448613986703925), np.float64(0.08196635133618255), np.float64(0.0846532791917358), np.float64(0.08924422763935438), np.float64(0.13431437052170944)]",0.0949328737112042,0.0198302697871917,"[np.float64(0.7096628438122169), np.float64(0.771347599547803), np.float64(0.7498587548211885), np.float64(0.7993847835401025), np.float64(0.7812340831009511)]",0.7622976129644523,0.0307931631870259,-0.0791601642763471,0.0634366473933169,0.0518836091251796,0.0308746603092706,"[{'lambda_reg': 0.0006789299835045303, 'K_bin': 571, 'gamma': 0.07455700727754028}, {'lambda_reg': 0.00046448658066543946, 'K_bin': 459, 'gamma': 0.7561315555596231}, {'lambda_reg': 0.002203601905696706, 'K_bin': 408, 'gamma': 0.48739497923871017}, {'lambda_reg': 6.437435821862858e-05, 'K_bin': 135, 'gamma': 0.32829322260064625}, {'lambda_reg': 0.04821259748448736, 'K_bin': 6, 'gamma': 0.5007774641935525}]",600,3,rbf
"[np.float64(0.06363625477689386), np.float64(0.07285047110700223), np.float64(0.07660792168550283), np.float64(0.10727344984049843), np.float64(0.1339198741608518)]",0.0908575943141498,0.0260466936123616,"[np.float64(0.7830891251119144), np.float64(0.7661549828645509), np.float64(0.7822103587111378), np.float64(0.7467184199435685), np.float64(0.7872472301914848)]",0.7730840233645313,0.015014294065717,-0.0941645879482385,0.0942326265260874,0.0689739932790847,0.0576416794566084,"[{'lambda_reg': 0.03198236376022087, 'K_bin': 83, 'gamma': 0.176581154926013}, {'lambda_reg': 0.0004383156891670863, 'K_bin': 446, 'gamma': 0.0010423909071896366}, {'lambda_reg': 0.027892941818905705, 'K_bin': 148, 'gamma': 0.09395153657157809}, {'lambda_reg': 0.0004389332199952684, 'K_bin': 743, 'gamma': 0.002357662119428583}, {'lambda_reg': 0.06211712102438794, 'K_bin': 71, 'gamma': 0.09726797678157624}]",600,3,laplacian
"[np.float64(0.07102087829484163), np.float64(0.06777437888147272), np.float64(0.07262853360349249), np.float64(0.09186893515306621), np.float64(0.1361810537421767)]",0.0878947559350099,0.0255733279807178,"[np.float64(0.7281560774755279), np.float64(0.7713761720422203), np.float64(0.7768864053447784), np.float64(0.7947676923242183), np.float64(0.7776187030536866)]",0.7697610100480863,0.0222325343521525,-0.0670672090833792,0.072799110487523,0.0410910854562528,0.0249837621370793,"[{'lambda_reg': 8.071275743625347e-05, 'K_bin': 809, 'gamma': 0.015000496664806486}, {'lambda_reg': 0.002327603039020165, 'K_bin': 105, 'gamma': 0.002864480808841092}, {'lambda_reg': 0.0009691525734144638, 'K_bin': 34, 'gamma': 0.010683039536410506}, {'lambda_reg': 0.0010893353274530606, 'K_bin': 324, 'gamma': 0.011915209501700299}, {'lambda_reg': 0.00026320857879531297, 'K_bin': 506, 'gamma': 0.01469796499067258}]",600,3,exponential
"[np.float64(0.06399661841250864), np.float64(0.07498324475734783), np.float64(0.06792600187230426), np.float64(0.08780931786973842), np.float64(0.14640444867122973)]",0.0882239263166257,0.0301974466298105,"[np.float64(0.7966296590725314), np.float64(0.7811522372486195), np.float64(0.7740721687441253), np.float64(0.8074941400149366), np.float64(0.7606467860406311)]",0.7839989982241689,0.016513794758791,-0.0453593521016267,0.0560464199805023,0.0293053303898172,0.0133531178646996,"[{'lambda_reg': 0.0254726168550105, 'K_bin': 82, 'gamma': 0.5010078524694607}, {'lambda_reg': 0.0003642246121101642, 'K_bin': 199, 'gamma': 0.22764300531637383}, {'lambda_reg': 7.155566520428258e-05, 'K_bin': 506, 'gamma': 0.24274848409875607}, {'lambda_reg': 0.16285995846393586, 'K_bin': 76, 'gamma': 0.5410692637593794}, {'lambda_reg': 3.2554747046439554e-05, 'K_bin': 493, 'gamma': 0.7118696312986282}]",600,3,cauchy
"[np.float64(0.16618951672404245), np.float64(0.06275398467995837), np.float64(0.11095670203344937), np.float64(0.12941972373025734), np.float64(0.2095246645753932)]",0.1357689183486201,0.0497040477152488,"[np.float64(0.7135248559764255), np.float64(0.8238740077309751), np.float64(0.7323969768764625), np.float64(0.7045341115225331), np.float64(0.8109454028400263)]",0.7570550709892846,0.0502599056543559,-0.2261592016810909,0.1915682618004281,0.1750283217770094,0.1222688967730959,"[{'lambda_reg': 0.834565833112711, 'K_bin': 130, 'gamma': 0.20292168832998123}, {'lambda_reg': 2.403512319782211e-05, 'K_bin': 92, 'gamma': 0.001317390409475131}, {'lambda_reg': 0.04011204048367953, 'K_bin': 143, 'gamma': 0.008129585783292415}, {'lambda_reg': 0.07583813931178289, 'K_bin': 58, 'gamma': 0.01981837926202156}, {'lambda_reg': 0.00018278855743779788, 'K_bin': 526, 'gamma': 0.0019413215102945575}]",300,1,exponential
"[np.float64(0.06888487025483843), np.float64(0.07610246446849575), np.float64(0.07049375555998712), np.float64(0.10316005864573533), np.float64(0.13160377540444773)]",0.0900489848667008,0.0241807073677965,"[np.float64(0.7579818659536757), np.float64(0.7589672043171934), np.float64(0.7796899871617518), np.float64(0.7267037694854559), np.float64(0.7807804949824123)]",0.7608246643800978,0.0196463874942647,-0.1066346487845315,0.0263265972660953,0.0482563689466691,0.0186219223356258,"[{'lambda_reg': 0.00011388600401127951, 'K_bin': 201, 'gamma': 0.15851151476570297, 'coef0': 1.1361539062424209}, {'lambda_reg': 0.0005393272080544097, 'K_bin': 510, 'gamma': 0.7311363384341124, 'coef0': -3.891767584738445}, {'lambda_reg': 0.002320659334676452, 'K_bin': 692, 'gamma': 0.4005501446111392, 'coef0': 2.3631506720709092}, {'lambda_reg': 0.0001150839803865634, 'K_bin': 946, 'gamma': 0.4453900361944226, 'coef0': 3.380227490728057}, {'lambda_reg': 3.294430254915613e-05, 'K_bin': 442, 'gamma': 0.368570070909848, 'coef0': 2.3598785147523422}]",600,3,sigmoid
"[np.float64(0.07008275797695464), np.float64(0.07182222731342038), np.float64(0.07846345470966562), np.float64(0.09587684302096533), np.float64(0.11991489239677482)]",0.0872320350835561,0.0187155002551138,"[np.float64(0.7457018158626515), np.float64(0.7520379469884652), np.float64(0.7700434046334779), np.float64(0.7840180094927738), np.float64(0.7758573093942037)]",0.7655316972743145,0.0144500726777477,-0.123434957102461,0.0363988053050836,0.0593086254555191,0.0271025209617453,"[{'lambda_reg': 2.7059065165201997e-05, 'K_bin': 450, 'gamma': 0.7148280304336683, 'degree': 4, 'coef0': 0.8458033317915353}, {'lambda_reg': 0.003324974059521241, 'K_bin': 903, 'gamma': 0.2651689307660563, 'degree': 4, 'coef0': 1.8803115311331342}, {'lambda_reg': 3.3819015605276365e-05, 'K_bin': 461, 'gamma': 0.15048837858111094, 'degree': 6, 'coef0': 1.911393260969072}, {'lambda_reg': 2.0269514517540178e-05, 'K_bin': 273, 'gamma': 0.29706704660443595, 'degree': 4, 'coef0': 0.9145675371522372}, {'lambda_reg': 0.0017234655023184039, 'K_bin': 815, 'gamma': 0.1704074632830828, 'degree': 3, 'coef0': 0.13341524700761276}]",600,3,polynomial
"[np.float64(0.12766475534150526), np.float64(0.06339043407979207), np.float64(0.1017328978125592), np.float64(0.11953751785786687), np.float64(0.2155640619698847)]",0.1255779334123216,0.0501482114827641,"[np.float64(0.755488964491475), np.float64(0.8192957972748797), np.float64(0.7244729393010817), np.float64(0.7224308206940259), np.float64(0.816810974313515)]",0.7676998992149955,0.0427574574882494,-0.3167349128290114,0.0744848098088135,0.2132458884254505,0.0732295591665853,"[{'lambda_reg': 0.0017113932552126115, 'K_bin': 170, 'gamma': 0.07269834394967793}, {'lambda_reg': 0.001495974674093172, 'K_bin': 230, 'gamma': 0.018712664422200376}, {'lambda_reg': 0.001738378775146481, 'K_bin': 811, 'gamma': 0.0673396833784059}, {'lambda_reg': 0.02610768666481187, 'K_bin': 783, 'gamma': 0.08357173213017631}, {'lambda_reg': 0.0020109061957098084, 'K_bin': 544, 'gamma': 0.06041641363716993}]",300,1,cauchy
"[np.float64(0.1187912007841587), np.float64(0.07388574017372519), np.float64(0.11900657796841711), np.float64(0.14295973828560185), np.float64(0.19002997228730822)]",0.1289346458998422,0.0378448943878269,"[np.float64(0.75896022787582), np.float64(0.7818337400766604), np.float64(0.7104241141835839), np.float64(0.697737293679771), np.float64(0.8224186325501387)]",0.7542748016731948,0.0459225491335787,-0.2389022046193174,0.1971967757000998,0.18345692539367,0.1636543117277402,"[{'lambda_reg': 7.86659506694104e-05, 'K_bin': 33, 'gamma': 0.06321340749825688, 'coef0': 1.14733451034758}, {'lambda_reg': 2.57274226439717e-05, 'K_bin': 373, 'gamma': 0.08629609509939702, 'coef0': 2.169765301007031}, {'lambda_reg': 4.760187959241495e-05, 'K_bin': 66, 'gamma': 0.0067114203055331535, 'coef0': 1.784350989512781}, {'lambda_reg': 6.430176246131256e-05, 'K_bin': 494, 'gamma': 0.10303273477957521, 'coef0': 2.8109587471869437}, {'lambda_reg': 5.500095718888419e-05, 'K_bin': 110, 'gamma': 0.008918653539543646, 'coef0': 2.5235971277711347}]",300,1,sigmoid
"[np.float64(0.14113514593954254), np.float64(0.07262688288087941), np.float64(0.11519051604188782), np.float64(0.14898519867189816), np.float64(0.18268427416785582)]",0.1321244035404127,0.0367382414368392,"[np.float64(0.7049663365830354), np.float64(0.7807966679627174), np.float64(0.7149729375121977), np.float64(0.7064949170540421), np.float64(0.8102012352986867)]",0.743486418882136,0.0436075864583452,-0.1794898756719644,0.1334051328670763,0.1250801564082083,0.0984341366300819,"[{'lambda_reg': 1.6096714010610754e-05, 'K_bin': 818, 'gamma': 0.03838692218304168, 'degree': 2, 'coef0': 0.2204263446341881}, {'lambda_reg': 0.00045224805576586034, 'K_bin': 364, 'gamma': 0.03396690645866345, 'degree': 4, 'coef0': 1.224660283528864}, {'lambda_reg': 1.0750975208107744e-05, 'K_bin': 68, 'gamma': 0.0056890746823865706, 'degree': 6, 'coef0': 2.1751094820498706}, {'lambda_reg': 0.0008840422343624872, 'K_bin': 205, 'gamma': 0.11923056103342242, 'degree': 5, 'coef0': 3.2096777759126285}, {'lambda_reg': 0.0005165590171401509, 'K_bin': 25, 'gamma': 0.025593059661166966, 'degree': 4, 'coef0': 4.135130603929811}]",300,1,polynomial
"[np.float64(0.18752851724815525), np.float64(0.28537736533898106), np.float64(0.26199198944984453), np.float64(0.22613572103111104), np.float64(0.2673964996232484)]",0.245686018538268,0.034862994065607,"[np.float64(0.7250864360473512), np.float64(0.5980642433115974), np.float64(0.612236602571019), np.float64(0.5634296686155771), np.float64(0.6263730020177798)]",0.625037990512665,0.0542190328351598,-0.3926064599009169,0.0465001366343214,0.2924165652530168,0.0431073815579942,"[{'lambda_reg': 0.20799290395181266, 'K_bin': 990}, {'lambda_reg': 0.00689317446475522, 'K_bin': 801}, {'lambda_reg': 0.002849591397960905, 'K_bin': 960}, {'lambda_reg': 0.0019411739665484806, 'K_bin': 983}, {'lambda_reg': 0.0055135180452043665, 'K_bin': 961}]",300,2,linear
"[np.float64(0.1659566822471334), np.float64(0.28622774112241745), np.float64(0.2220551025548113), np.float64(0.139872804339275), np.float64(0.1406571967644542)]",0.1909539054056182,0.0562286176038924,"[np.float64(0.687495306660462), np.float64(0.7877388144814939), np.float64(0.6873980543521353), np.float64(0.785843985081712), np.float64(0.8077750252740388)]",0.7512502371699684,0.0526592589273424,-0.0876126913499563,0.1808928274773457,0.1243675683248966,0.0744585951391583,"[{'lambda_reg': 0.0002711719039472588, 'K_bin': 116, 'gamma': 0.14344428201324932}, {'lambda_reg': 0.0027498204492513566, 'K_bin': 506, 'gamma': 0.3778866381995108}, {'lambda_reg': 0.46655022167860616, 'K_bin': 702, 'gamma': 1.3210466539369021}, {'lambda_reg': 0.0005711914434984417, 'K_bin': 23, 'gamma': 0.07396027219178422}, {'lambda_reg': 9.28300411772849e-05, 'K_bin': 96, 'gamma': 0.307488775835817}]",300,2,rbf
"[np.float64(0.16419161831438875), np.float64(0.2132955129103019), np.float64(0.2192794992033886), np.float64(0.1488589902199234), np.float64(0.14918860983808147)]",0.1789628460972168,0.0310325667062509,"[np.float64(0.6784303916832471), np.float64(0.7806294375365808), np.float64(0.7399079154420678), np.float64(0.7639639885648548), np.float64(0.7959116206908995)]",0.7517686707835299,0.0411082725459171,-0.2713275305546333,0.1792348876013809,0.2196169328658546,0.0967387186266069,"[{'lambda_reg': 0.07948944222678299, 'K_bin': 722, 'gamma': 0.10136858932639138}, {'lambda_reg': 0.003153283767717535, 'K_bin': 722, 'gamma': 0.0018522690233679735}, {'lambda_reg': 0.020119666708196145, 'K_bin': 18, 'gamma': 0.0582752577262146}, {'lambda_reg': 1.5247286669452919e-05, 'K_bin': 253, 'gamma': 0.0024943130437836275}, {'lambda_reg': 0.00033972968070038916, 'K_bin': 761, 'gamma': 0.04894049842152529}]",300,2,laplacian
