step,candidates_evaluated,candidates_c_index,candidates_secondary_metric,selected_feature,cumulative_features,val_c_index,val_secondary_metric,improvement,accepted
1,"['Município', 'RhcRacaCor', 'RhcInstrucao', 'RhcLOCTUPRI', 'CosemsMacrorregiaoSaude', 'Origem', 'RhcOrigemEncamiamento', 'RhcFonte', 'RhcTipoHistológico', 'DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumorIntevalo', 'DiffEmDiasEntreRhcDt1TratamentoTumorEDtDiagnosticoTumorIntevalo', 'DiffEmDiasEntreRhcDt1TratamentoTumorERhcDt1ConsultaIntevalo', 'PndrRenda', 'FaixaETCAT', 'RhcEstadiamentoClinico', 'RhcIdadeNo1Consulta', 'DiffEmDiasEntreRhcDt1ConsultaEDtDiagnosticoTumor', 'DiffEmDiasEntreRhcDt1TratamentoTumorEDtDiagnosticoTumor', 'DiffEmDiasEntreRhcDt1TratamentoTumorERhcDt1Consulta', 'RhcHistoricoTabaco', 'RhcHistoricoFamiliarCancer', 'RhcHistoricoAlcool', 'RhcPrimeiroTratamentoRecebidoNoHospitalNenhum', 'RhcPrimeiroTratamentoRecebidoNoHospitalCirurgia', 'RhcPrimeiroTratamentoRecebidoNoHospitalRadioterapia', 'RhcPrimeiroTratamentoRecebidoNoHospitalQuimioterapia', 'RhcPrimeiroTratamentoRecebidoNoHospitalHormonioterapia', 'RhcPrimeiroTratamentoRecebidoNoHospitalImunoterapia', 'RhcPrimeiroTratamentoRecebidoNoHospitalOutras', 'RhcPrimeiroTratamentoRecebidoNoHospitalSemInformacao']","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None, None]",Município,['Município'],,,-inf,False
