test_ibs,mean_ibs,std_ibs,test_cindex,mean_cindex,std_cindex,mean_bias,std_bias,mean_mse,std_mse,best_params
"[np.float64(0.11582213161652674), np.float64(0.12040732009438047), np.float64(0.1222298229550613), np.float64(0.1335611100794963), np.float64(0.13489978706473207)]",0.12538403436203938,0.007530748108976951,"[np.float64(0.7483811402775039), np.float64(0.6861954286847616), np.float64(0.5841702912769975), np.float64(0.753236006639741), np.float64(0.7227426414889894)]",0.6989451016735987,0.06211852934359063,-0.09213968947367979,0.08035155311829867,0.058851336016511394,0.043271273246373254,"[{'lambda_reg': 0.009080326582719124, 'K_bin': 74, 'gamma': 0.0014285773329167784}, {'lambda_reg': 0.0002200718411773191, 'K_bin': 391, 'gamma': 0.001876952279513973}, {'lambda_reg': 0.016386449483352456, 'K_bin': 747, 'gamma': 0.014696864548553663}, {'lambda_reg': 0.0014243122821028919, 'K_bin': 63, 'gamma': 0.005018409427337682}, {'lambda_reg': 2.0922475991199808e-05, 'K_bin': 896, 'gamma': 0.013088136575590475}]"
