test_ibs,mean_ibs,std_ibs,test_cindex,mean_cindex,std_cindex,mean_bias,std_bias,mean_mse,std_mse,best_params
"[np.float64(0.16284509924387355), np.float64(0.08519397645066125), np.float64(0.195770182321435), np.float64(0.13497839575138898), np.float64(0.15919828441069253)]",0.14759718763561028,0.036718159939216365,"[np.float64(0.7277348098208802), np.float64(0.8206485660522057), np.float64(0.7521019251658476), np.float64(0.7338327437095241), np.float64(0.7861393188214578)]",0.7640914727139831,0.03483090349946244,-0.2156919622183751,0.18734724436639885,0.16295017255707972,0.1174163216126312,"[{'lambda_reg': 3.094365926968339e-05, 'K_bin': 729, 'gamma': 0.19402346852411537}, {'lambda_reg': 0.03152981096939491, 'K_bin': 158, 'gamma': 1.172572377444241}, {'lambda_reg': 0.0009495537138629526, 'K_bin': 4, 'gamma': 0.1839483131782331}, {'lambda_reg': 0.07586600831185482, 'K_bin': 590, 'gamma': 0.8729093048086826}, {'lambda_reg': 0.2742622950338942, 'K_bin': 238, 'gamma': 1.7982952371515069}]"
