test_ibs,mean_ibs,std_ibs,test_cindex,mean_cindex,std_cindex,mean_bias,std_bias,mean_mse,std_mse,best_params
"[np.float64(0.16915522419637882), np.float64(0.22677821277232627), np.float64(0.2543083270592293), np.float64(0.11623953995151193), np.float64(0.13343291249183548)]",0.17998284329425634,0.05303098387842783,"[np.float64(0.6892218381814601), np.float64(0.7884708203982472), np.float64(0.6564460674011117), np.float64(0.7730096424781981), np.float64(0.842238381955035)]",0.7498773500828104,0.06776963157420682,-0.2468176651993666,0.09897041684245152,0.16087199019861506,0.0740892182670429,"[{'lambda_reg': 0.0004449012899291154, 'K_bin': 452, 'gamma': 0.07380896816308269, 'degree': 6, 'coef0': 0.2529833257023306}, {'lambda_reg': 0.00030198049483628705, 'K_bin': 519, 'gamma': 0.10634435570762146, 'degree': 5, 'coef0': 0.5672532463672975}, {'lambda_reg': 1.6752434265986633e-05, 'K_bin': 147, 'gamma': 0.5728826184618173, 'degree': 4, 'coef0': 4.931371163264086}, {'lambda_reg': 0.0002193270030640091, 'K_bin': 293, 'gamma': 0.13608853217870817, 'degree': 3, 'coef0': 1.1732380585294182}, {'lambda_reg': 0.00908386874817546, 'K_bin': 124, 'gamma': 0.1275412618408451, 'degree': 5, 'coef0': 0.4759605062830452}]"
