test_ibs,mean_ibs,std_ibs,test_cindex,mean_cindex,std_cindex,mean_bias,std_bias,mean_mse,std_mse,best_params
"[np.float64(0.11614562090538716), np.float64(0.11925780621920369), np.float64(0.17152704149375433), np.float64(0.17456480508047414), np.float64(0.15130832474392733)]",0.1465607196885493,0.024902261322157917,"[np.float64(0.741378172900963), np.float64(0.693197553582318), np.float64(0.5258354867616184), np.float64(0.7434292713872834), np.float64(0.7095604789065083)]",0.6826801927077383,0.0807085248141688,-0.08601818780736022,0.06532446359359079,0.05348610720098872,0.02525437355408478,"[{'lambda_reg': 0.010123264092204522, 'K_bin': 144, 'gamma': 0.031830928510593194, 'coef0': -1.2918292061259184}, {'lambda_reg': 7.280108152119687e-05, 'K_bin': 460, 'gamma': 0.07018359122280779, 'coef0': -2.8409957132283656}, {'lambda_reg': 0.0008166641652401048, 'K_bin': 878, 'gamma': 0.37747236589496985, 'coef0': -2.6537626836405015}, {'lambda_reg': 9.252848890240367e-05, 'K_bin': 162, 'gamma': 0.003565604707347991, 'coef0': -1.2499730170105119}, {'lambda_reg': 3.3942216124259495e-05, 'K_bin': 611, 'gamma': 0.16372508630027818, 'coef0': 1.6256883557669575}]"
