kernel,C,A,gamma,mean_cindex,std,prop_censor
rbf,0.25,,4.0,0.7418725053691395,0.04119973487903047,0.06
rbf,0.25,,8.0,0.7199168640665177,0.0409640920063822,0.06
rbf,0.5,,0.125,0.7599779374561735,0.04039792384343196,0.06
rbf,0.5,,0.25,0.7772925192898755,0.042642213519742546,0.06
rbf,0.5,,0.5,0.7784494088391962,0.03745746876907087,0.06
rbf,0.5,,1.0,0.7856037495221057,0.038202268441522455,0.06
rbf,0.5,,2.0,0.7733301226462639,0.03725442388223223,0.06
rbf,0.5,,4.0,0.7440712773747201,0.03903586378296261,0.06
rbf,0.5,,8.0,0.7248904400844147,0.03522027049610588,0.06
rbf,1.0,,0.125,0.7715704863794244,0.042498729286189356,0.06
rbf,1.0,,0.25,0.7842739108911787,0.04037349814045126,0.06
rbf,1.0,,0.5,0.7942256096464013,0.03524159046212303,0.06
rbf,1.0,,1.0,0.7895975811179875,0.03370428693503153,0.06
rbf,1.0,,2.0,0.7868522744163522,0.039503373467576354,0.06
rbf,1.0,,4.0,0.7471386464612125,0.036664091551839126,0.06
rbf,1.0,,8.0,0.7264720384165255,0.04207242896443546,0.06
rbf,2.0,,0.125,0.7951637012267413,0.04983999873469015,0.06
rbf,2.0,,0.25,0.7992085499200692,0.045733332996871226,0.06
rbf,2.0,,0.5,0.8038531377990553,0.038913298540813365,0.06
rbf,2.0,,1.0,0.8068031094463948,0.03728748903722498,0.06
rbf,2.0,,2.0,0.7862200477107245,0.03376594469069713,0.06
rbf,2.0,,4.0,0.7528452730797496,0.0408823903168199,0.06
rbf,2.0,,8.0,0.7327051873352387,0.036804884394068656,0.06
rbf,4.0,,0.125,0.8017228725184983,0.04300280570667145,0.06
rbf,4.0,,0.25,0.8111532232807557,0.045368233380870766,0.06
rbf,4.0,,0.5,0.8115960745653231,0.03501957519395496,0.06
rbf,4.0,,1.0,0.8087733898195332,0.03373439253208088,0.06
rbf,4.0,,2.0,0.7845084148685025,0.0374087817964536,0.06
rbf,4.0,,4.0,0.763097112376402,0.03723826335022935,0.06
rbf,4.0,,8.0,0.7435139125983825,0.030472070395523694,0.06
exponential,0.25,,0.125,0.7466960442782411,0.05180011709456807,0.06
exponential,0.25,,0.25,0.7693312325892705,0.039124775436689886,0.06
exponential,0.25,,0.5,0.771726273587408,0.04125800657210652,0.06
exponential,0.25,,1.0,0.7708166313157385,0.04731486792197679,0.06
exponential,0.25,,2.0,0.7729027773370799,0.040023085398137336,0.06
exponential,0.25,,4.0,0.7452117206379806,0.03893203027414287,0.06
exponential,0.25,,8.0,0.7222473886977758,0.034297983499979166,0.06
exponential,0.5,,0.125,0.7536425774174919,0.04660850907877188,0.06
exponential,0.5,,0.25,0.7770067780720581,0.04939685705127278,0.06
exponential,0.5,,0.5,0.7883438843113711,0.04039352286427381,0.06
exponential,0.5,,1.0,0.7838924570585287,0.041477391625219476,0.06
exponential,0.5,,2.0,0.7827897382543196,0.038402055988026276,0.06
exponential,0.5,,4.0,0.7584915664466836,0.0386342435672831,0.06
exponential,0.5,,8.0,0.7271917530024506,0.037404941814538635,0.06
exponential,1.0,,0.125,0.7648395423594048,0.042487189942691864,0.06
exponential,1.0,,0.25,0.7703454561855753,0.041667250456776064,0.06
exponential,1.0,,0.5,0.7881450936789449,0.03629762067241476,0.06
exponential,1.0,,1.0,0.7851823422208786,0.04187687127190656,0.06
exponential,1.0,,2.0,0.7808564758960038,0.03679001289376178,0.06
exponential,1.0,,4.0,0.7535052987799529,0.040992934036378006,0.06
exponential,1.0,,8.0,0.7283701632549976,0.03587694558029986,0.06
exponential,2.0,,0.125,0.7761189331361156,0.043556091612559106,0.06
exponential,2.0,,0.25,0.8045318044683237,0.03701710493427379,0.06
exponential,2.0,,0.5,0.798018303785751,0.03347446754564196,0.06
exponential,2.0,,1.0,0.8057677609427211,0.04166820833659009,0.06
exponential,2.0,,2.0,0.7855917406890067,0.03537882813892091,0.06
exponential,2.0,,4.0,0.7640585601393118,0.03892228135821258,0.06
exponential,2.0,,8.0,0.7333063189642535,0.032193255664340045,0.06
exponential,4.0,,0.125,0.7894740706432501,0.0410257441050669,0.06
exponential,4.0,,0.25,0.8116893396385241,0.04126912804113883,0.06
exponential,4.0,,0.5,0.8207564805603212,0.035793548327951834,0.06
exponential,4.0,,1.0,0.8154627527117416,0.0369959437737149,0.06
exponential,4.0,,2.0,0.7947472873442449,0.03497186682855558,0.06
exponential,4.0,,4.0,0.7658311389651385,0.03924309984937613,0.06
exponential,4.0,,8.0,0.7422653786705854,0.036831298750099405,0.06
poly,0.25,,0.125,0.7830745498145396,0.043765727073685416,0.06
poly,0.25,,0.25,0.7962038766559644,0.04659617614931327,0.06
poly,0.25,,0.5,0.7869999955842941,0.04731655890553266,0.06
poly,0.25,,1.0,0.7572822940625739,0.05513147841525787,0.06
poly,0.25,,2.0,0.7468671579839022,0.052333660242752,0.06
poly,0.25,,4.0,0.7478713883647675,0.05857525955227321,0.06
poly,0.25,,8.0,0.7331273366590323,0.057735501361817,0.06
poly,0.5,,0.125,0.7892535148677468,0.04379490551215138,0.06
poly,0.5,,0.25,0.7958477622764866,0.040920249313007084,0.06
poly,0.5,,0.5,0.7785055917245394,0.04738906691416615,0.06
poly,0.5,,1.0,0.7588600271309496,0.05759011128975726,0.06
poly,0.5,,2.0,0.7489926030317906,0.05594496181050344,0.06
poly,0.5,,4.0,0.7385318593580178,0.05790257456509068,0.06
poly,0.5,,8.0,0.7402603755340519,0.04755572731338224,0.06
poly,1.0,,0.125,0.8000808889882046,0.04048252415785673,0.06
poly,1.0,,0.25,0.7833295302734696,0.047505786523674695,0.06
poly,1.0,,0.5,0.7716536373423117,0.050650873485298745,0.06
poly,1.0,,1.0,0.7476994901454256,0.05055805032103681,0.06
poly,1.0,,2.0,0.7429936977095217,0.05344090290742364,0.06
poly,1.0,,4.0,0.7466138509750901,0.05694926355648873,0.06
poly,1.0,,8.0,0.7416045742202995,0.05332180176749893,0.06
poly,2.0,,0.125,0.7920225334965597,0.04399588822745072,0.06
poly,2.0,,0.25,0.779543425386756,0.05246035706273656,0.06
poly,2.0,,0.5,0.7753608961457676,0.05513517668908648,0.06
poly,2.0,,1.0,0.7524350406483299,0.059024849594476556,0.06
poly,2.0,,2.0,0.7462164340934649,0.05871186903828097,0.06
poly,2.0,,4.0,0.7335894935850787,0.05190890304589721,0.06
poly,2.0,,8.0,0.7431695932120609,0.05247964766418641,0.06
poly,4.0,,0.125,0.7855402886338712,0.049108508661725,0.06
poly,4.0,,0.25,0.7855766270921424,0.04265327830662992,0.06
poly,4.0,,0.5,0.7687112903117727,0.05261990564869975,0.06
poly,4.0,,1.0,0.7545339175087092,0.05517313771311972,0.06
poly,4.0,,2.0,0.748394235103766,0.053680358205445575,0.06
poly,4.0,,4.0,0.7538815770431165,0.06248364876716483,0.06
poly,4.0,,8.0,0.7453145932470132,0.05044935675667269,0.06
cauchy,0.25,,0.125,0.7594028389539181,0.0396646184697608,0.06
cauchy,0.25,,0.25,0.7616032755745503,0.04184147802584372,0.06
cauchy,0.25,,0.5,0.7747534535940589,0.04091819398135916,0.06
cauchy,0.25,,1.0,0.7719010716314315,0.04321725965941065,0.06
cauchy,0.25,,2.0,0.7857018448055098,0.038315794548405405,0.06
cauchy,0.25,,4.0,0.7787183869302851,0.045113847888789284,0.06
cauchy,0.25,,8.0,0.7714768174921361,0.03926555920645014,0.06
cauchy,0.5,,0.125,0.7604931289431466,0.04637086855747297,0.06
cauchy,0.5,,0.25,0.7737670441904654,0.04762611706064287,0.06
cauchy,0.5,,0.5,0.7823079068331431,0.04107205988057907,0.06
cauchy,0.5,,1.0,0.7831235566821255,0.03505300740524195,0.06
cauchy,0.5,,2.0,0.7855836261115243,0.03879200162203364,0.06
cauchy,0.5,,4.0,0.781244040319038,0.041304010208281505,0.06
cauchy,0.5,,8.0,0.7845516547782515,0.03871374715416416,0.06
cauchy,1.0,,0.125,0.7815044222382693,0.04084518792064654,0.06
cauchy,1.0,,0.25,0.7774164482826358,0.043700261159511276,0.06
cauchy,1.0,,0.5,0.7920124826551411,0.0459895975713975,0.06
cauchy,1.0,,1.0,0.7997078572312136,0.03740934432067908,0.06
cauchy,1.0,,2.0,0.7925246545972918,0.03993512409171197,0.06
cauchy,1.0,,4.0,0.7890375520324148,0.03652803947480258,0.06
cauchy,1.0,,8.0,0.7866745808692968,0.037419924617523345,0.06
cauchy,2.0,,0.125,0.7966360384040108,0.03564296222509002,0.06
cauchy,2.0,,0.25,0.8018080830706725,0.04205654352433616,0.06
cauchy,2.0,,0.5,0.8041927278925844,0.044653486574508544,0.06
cauchy,2.0,,1.0,0.8109946056125054,0.03840049633069574,0.06
cauchy,2.0,,2.0,0.8032281882893736,0.03708990349690571,0.06
cauchy,2.0,,4.0,0.7972806478468166,0.0360146874357882,0.06
cauchy,2.0,,8.0,0.7913103218116485,0.04033452042314512,0.06
cauchy,4.0,,0.125,0.7992128106352326,0.04211816099236335,0.06
cauchy,4.0,,0.25,0.8135676049279625,0.04055102401567407,0.06
cauchy,4.0,,0.5,0.8168593503749062,0.03825557899405391,0.06
cauchy,4.0,,1.0,0.8094173288883494,0.03478862187261642,0.06
cauchy,4.0,,2.0,0.8109847906669739,0.030105420399439538,0.06
cauchy,4.0,,4.0,0.7955106094390206,0.04368036429808368,0.06
cauchy,4.0,,8.0,0.7893419243536655,0.040213643874481585,0.06
laplacian,0.25,,0.125,0.7604070317244368,0.04665182344163824,0.06
laplacian,0.25,,0.25,0.7816386978823957,0.03827582103606224,0.06
laplacian,0.25,,0.5,0.776740912755301,0.04543070637915615,0.06
laplacian,0.25,,1.0,0.7803074952543482,0.04328962361425902,0.06
laplacian,0.25,,2.0,0.7630671551490874,0.04046589352637445,0.06
laplacian,0.25,,4.0,0.7325793543943174,0.04112065626640305,0.06
laplacian,0.25,,8.0,0.700899344793969,0.034394154381675944,0.06
laplacian,0.5,,0.125,0.7667331340676506,0.04925548903315554,0.06
laplacian,0.5,,0.25,0.7741817237455685,0.044961311680312394,0.06
laplacian,0.5,,0.5,0.7851873870087515,0.04222061479517973,0.06
laplacian,0.5,,1.0,0.7951965950373244,0.041399274917404,0.06
laplacian,0.5,,2.0,0.7732953309142176,0.035062836733848336,0.06
laplacian,0.5,,4.0,0.7358909043145535,0.035646481585801866,0.06
laplacian,0.5,,8.0,0.7115509556580019,0.03428442793763471,0.06
laplacian,1.0,,0.125,0.7722088737382906,0.04390697385151366,0.06
laplacian,1.0,,0.25,0.793611461168194,0.03710723805762572,0.06
laplacian,1.0,,0.5,0.7963868702904958,0.0440063628293734,0.06
laplacian,1.0,,1.0,0.7977013796422618,0.0368067424401496,0.06
laplacian,1.0,,2.0,0.7794394222847384,0.036063792624674476,0.06
laplacian,1.0,,4.0,0.7393066823848768,0.033853968574202004,0.06
laplacian,1.0,,8.0,0.7109280000450388,0.03647463581730679,0.06
laplacian,2.0,,0.125,0.7826502011921019,0.047953301462868095,0.06
laplacian,2.0,,0.25,0.8085207789967369,0.0352475618472112,0.06
laplacian,2.0,,0.5,0.8139597854765833,0.040065396859378016,0.06
laplacian,2.0,,1.0,0.8082696557865776,0.03621993768181811,0.06
laplacian,2.0,,2.0,0.7848124486208647,0.03643808776239211,0.06
laplacian,2.0,,4.0,0.7458610203286689,0.03801839146298458,0.06
laplacian,2.0,,8.0,0.7184332231871764,0.0365473507286721,0.06
laplacian,4.0,,0.125,0.8012837890096343,0.033299402768077746,0.06
laplacian,4.0,,0.25,0.8165831784551864,0.036974586814438735,0.06
laplacian,4.0,,0.5,0.8235105168128123,0.03986217538293676,0.06
laplacian,4.0,,1.0,0.8032904290032252,0.04384767099999011,0.06
laplacian,4.0,,2.0,0.7881792173933989,0.03305095380608934,0.06
laplacian,4.0,,4.0,0.7544112378071287,0.03599107432323905,0.06
laplacian,4.0,,8.0,0.7305973413463513,0.03593395665513706,0.06
wavelet,0.25,0.125,,0.47699423139810526,0.05096510971348829,0.25
wavelet,0.25,0.25,,0.5005350987106937,0.055405512957154596,0.25
wavelet,0.25,0.5,,0.44101987004613513,0.051928884207999126,0.25
wavelet,0.25,1.0,,0.7054254563471654,0.056032144414548235,0.25
wavelet,0.25,2.0,,0.7453707819493579,0.052674135706569154,0.25
wavelet,0.25,4.0,,0.7676773501130363,0.04347530416467523,0.25
wavelet,0.25,8.0,,0.7230726770132679,0.07480994826211636,0.25
wavelet,0.5,0.125,,0.4892550256156719,0.05502396009969155,0.25
wavelet,0.5,0.25,,0.48917862042659266,0.05782753522321667,0.25
wavelet,0.5,0.5,,0.42987164948465906,0.05560062124855383,0.25
wavelet,0.5,1.0,,0.7175723244608406,0.05616784314574714,0.25
wavelet,0.5,2.0,,0.7627667757217721,0.044653557256233725,0.25
wavelet,0.5,4.0,,0.7734732634217361,0.04245481370160539,0.25
wavelet,0.5,8.0,,0.7211532004599609,0.05631091643367237,0.25
wavelet,1.0,0.125,,0.47950921031818916,0.06129112393138808,0.25
wavelet,1.0,0.25,,0.4959913790653075,0.060908917218183235,0.25
wavelet,1.0,0.5,,0.4280892563812946,0.055421391696823114,0.25
wavelet,1.0,1.0,,0.7402622833727538,0.05231821847836145,0.25
wavelet,1.0,2.0,,0.7724630987115689,0.03769831340785437,0.25
wavelet,1.0,4.0,,0.7747770867827335,0.049951257290611825,0.25
wavelet,1.0,8.0,,0.732708983581429,0.04963376105629093,0.25
wavelet,2.0,0.125,,0.48576384168065234,0.056051876417303706,0.25
wavelet,2.0,0.25,,0.4894043767715444,0.06478338375237429,0.25
wavelet,2.0,0.5,,0.4255379249843845,0.0633364656446306,0.25
wavelet,2.0,1.0,,0.7457381750130154,0.03855736673690808,0.25
wavelet,2.0,2.0,,0.7647152140555662,0.0480155758987424,0.25
wavelet,2.0,4.0,,0.7847882887397986,0.03979953003263595,0.25
wavelet,2.0,8.0,,0.7411483462370374,0.04225480149339511,0.25
wavelet,4.0,0.125,,0.4747132760382216,0.059825902822823344,0.25
wavelet,4.0,0.25,,0.4827846485439726,0.060277703107996794,0.25
wavelet,4.0,0.5,,0.4145881869949649,0.060806399149943,0.25
wavelet,4.0,1.0,,0.7418268538602263,0.05177577868014307,0.25
wavelet,4.0,2.0,,0.7837351953277393,0.05027717056243894,0.25
wavelet,4.0,4.0,,0.7847695992670058,0.0498178553440169,0.25
wavelet,4.0,8.0,,0.7478271812192674,0.04528907198117056,0.25
linear,0.25,,0.125,0.695768955364562,0.05871314747929606,0.25
linear,0.25,,0.25,0.6797344340274166,0.0588384650531264,0.25
linear,0.25,,0.5,0.6822025513435246,0.05205400153442625,0.25
linear,0.25,,1.0,0.6882818365968676,0.059533002409798114,0.25
linear,0.25,,2.0,0.6816285277073113,0.058716922154269144,0.25
linear,0.25,,4.0,0.685375860507405,0.06176414921568514,0.25
linear,0.25,,8.0,0.6756967822544641,0.06265727555807236,0.25
linear,0.5,,0.125,0.6796750947453574,0.05594481313292049,0.25
linear,0.5,,0.25,0.6773694159243199,0.056465620096852936,0.25
linear,0.5,,0.5,0.6875672458438759,0.061612957926175244,0.25
linear,0.5,,1.0,0.6837939106198573,0.05654947380641372,0.25
linear,0.5,,2.0,0.6730564736467821,0.06692823440853186,0.25
linear,0.5,,4.0,0.6771326480336864,0.05912315104807913,0.25
linear,0.5,,8.0,0.6705106377696554,0.059328753237530805,0.25
linear,1.0,,0.125,0.6809449052113169,0.06946683421516614,0.25
linear,1.0,,0.25,0.6773883586322386,0.060095462759088544,0.25
linear,1.0,,0.5,0.6729878485260257,0.06600303235129341,0.25
linear,1.0,,1.0,0.6734517613527004,0.05853742733687646,0.25
linear,1.0,,2.0,0.6672594954959723,0.06238968772087688,0.25
linear,1.0,,4.0,0.6792157915475167,0.06017841368537704,0.25
linear,1.0,,8.0,0.6786778904421221,0.0630301358577944,0.25
linear,2.0,,0.125,0.6754785591753674,0.05839749973286686,0.25
linear,2.0,,0.25,0.6738627183237016,0.06084925083526394,0.25
linear,2.0,,0.5,0.6897099493043524,0.05637896602044482,0.25
linear,2.0,,1.0,0.673204989354057,0.058950681021105636,0.25
linear,2.0,,2.0,0.6703976584075858,0.05999140936686668,0.25
linear,2.0,,4.0,0.6787894595329275,0.05776888074670847,0.25
linear,2.0,,8.0,0.6746853723256037,0.05685873115731262,0.25
linear,4.0,,0.125,0.6686640184546991,0.05684805246670085,0.25
linear,4.0,,0.25,0.6717613235988609,0.059879348311295655,0.25
linear,4.0,,0.5,0.6785845977660482,0.05627452230565333,0.25
linear,4.0,,1.0,0.683062566548496,0.0631570229523338,0.25
linear,4.0,,2.0,0.6782150102096517,0.05317958914635489,0.25
linear,4.0,,4.0,0.684871039721325,0.06413274300279093,0.25
linear,4.0,,8.0,0.6788086670912656,0.05887938882646795,0.25
rbf,0.25,,0.125,0.7589403710767019,0.04882516164247542,0.25
rbf,0.25,,0.25,0.7745905182629349,0.04651531368666422,0.25
rbf,0.25,,0.5,0.7588199817626423,0.03717564647727972,0.25
rbf,0.25,,1.0,0.770550299302182,0.04616030624701808,0.25
rbf,0.25,,2.0,0.7468264230589344,0.04131375892609476,0.25
rbf,0.25,,4.0,0.7221411633159721,0.04708966545827222,0.25
rbf,0.25,,8.0,0.6876011903626461,0.049564158764535064,0.25
rbf,0.5,,0.125,0.7660833258280572,0.05261670956079644,0.25
rbf,0.5,,0.25,0.7801355467353446,0.04927534849477427,0.25
rbf,0.5,,0.5,0.7759847347613201,0.047137045820021595,0.25
rbf,0.5,,1.0,0.7833264262927053,0.0402584339376437,0.25
rbf,0.5,,2.0,0.762765602434734,0.041281351055503734,0.25
rbf,0.5,,4.0,0.7248194121136754,0.0445073838066576,0.25
rbf,0.5,,8.0,0.6960396118966037,0.044257653089975285,0.25
rbf,1.0,,0.125,0.7874336109014489,0.05038928009494144,0.25
rbf,1.0,,0.25,0.7793936899153483,0.04484139443796328,0.25
rbf,1.0,,0.5,0.7938183991460299,0.04037868487377262,0.25
rbf,1.0,,1.0,0.8018448730054264,0.0371878773499965,0.25
rbf,1.0,,2.0,0.7788085346259124,0.040060157585955165,0.25
rbf,1.0,,4.0,0.7316711573784345,0.03709946531340055,0.25
rbf,1.0,,8.0,0.6959967764975465,0.046173275389789936,0.25
rbf,2.0,,0.125,0.8061367998713648,0.04185161971863732,0.25
rbf,2.0,,0.25,0.8054512664091759,0.036764513588188955,0.25
rbf,2.0,,0.5,0.797197248541011,0.03842802044192962,0.25
rbf,2.0,,1.0,0.7999759875998272,0.04349351795813591,0.25
rbf,2.0,,2.0,0.7845529560442971,0.03929944677999781,0.25
rbf,2.0,,4.0,0.7537605760027377,0.03716282926993156,0.25
rbf,2.0,,8.0,0.7201837377449336,0.04244701789855383,0.25
rbf,4.0,,0.125,0.8005753225299566,0.0514639534545352,0.25
rbf,4.0,,0.25,0.7978065610141996,0.042183775285514674,0.25
rbf,4.0,,0.5,0.806773641747229,0.044977474088290524,0.25
rbf,4.0,,1.0,0.8037628236925365,0.04492278505749407,0.25
rbf,4.0,,2.0,0.7794539745436441,0.045794993115556966,0.25
rbf,4.0,,4.0,0.7512509297428219,0.042107378447952135,0.25
rbf,4.0,,8.0,0.7215557782315071,0.04330149029689951,0.25
exponential,0.25,,0.125,0.7592222872132085,0.05776496077639747,0.25
exponential,0.25,,0.25,0.775742992119647,0.05590083781856412,0.25
exponential,0.25,,0.5,0.7878774686841434,0.051806731813142874,0.25
exponential,0.25,,1.0,0.7763137189225375,0.05026396092747235,0.25
exponential,0.25,,2.0,0.7727641215747516,0.04158406886275309,0.25
exponential,0.25,,4.0,0.7281038889694615,0.04325074741716442,0.25
exponential,0.25,,8.0,0.6717689421300947,0.04796781726483235,0.25
exponential,0.5,,0.125,0.7725876373242911,0.05241451548367221,0.25
exponential,0.5,,0.25,0.7733913867356828,0.05794750901751236,0.25
exponential,0.5,,0.5,0.7770431260916222,0.04541663084726577,0.25
exponential,0.5,,1.0,0.7873968083087771,0.043108906272057025,0.25
exponential,0.5,,2.0,0.7720194882873915,0.04180819689759566,0.25
exponential,0.5,,4.0,0.7332469124233502,0.04131420240181482,0.25
exponential,0.5,,8.0,0.6856451009133105,0.04553551450872756,0.25
exponential,1.0,,0.125,0.7686775736178412,0.050272986018365724,0.25
exponential,1.0,,0.25,0.800562830908682,0.04177633286418679,0.25
exponential,1.0,,0.5,0.7992585938825068,0.044066337064194355,0.25
exponential,1.0,,1.0,0.8012543462781,0.03922080886749962,0.25
exponential,1.0,,2.0,0.7886394164337146,0.037408063817935884,0.25
exponential,1.0,,4.0,0.7426710012597474,0.045012518320396495,0.25
exponential,1.0,,8.0,0.7014968390016955,0.037155252385691284,0.25
exponential,2.0,,0.125,0.7868065052068816,0.05763399442759632,0.25
exponential,2.0,,0.25,0.8058358927699074,0.04579606169579678,0.25
exponential,2.0,,0.5,0.8123742901823171,0.040966603968650324,0.25
exponential,2.0,,1.0,0.8062866890793403,0.04217135566859647,0.25
exponential,2.0,,2.0,0.799533490464158,0.03916833552464898,0.25
exponential,2.0,,4.0,0.7627675980585774,0.04095221701463159,0.25
exponential,2.0,,8.0,0.715128887653602,0.04226223173216702,0.25
exponential,4.0,,0.125,0.8025338257523977,0.042578222654002656,0.25
exponential,4.0,,0.25,0.8210036588355112,0.046962783123420206,0.25
exponential,4.0,,0.5,0.8283383436700299,0.04137778675075156,0.25
exponential,4.0,,1.0,0.8087806163593053,0.04756441616808774,0.25
exponential,4.0,,2.0,0.7904509641958221,0.039012569015482404,0.25
exponential,4.0,,4.0,0.7626760909982014,0.036328458804796945,0.25
exponential,4.0,,8.0,0.7391251159647646,0.039135554322854135,0.25
poly,0.25,,0.125,0.7777535643177721,0.04946444339355314,0.25
poly,0.25,,0.25,0.79072117673467,0.04588690482420756,0.25
poly,0.25,,0.5,0.7833676739289972,0.053109850751799886,0.25
poly,0.25,,1.0,0.7769002847318595,0.04936037450463421,0.25
poly,0.25,,2.0,0.7692357364357282,0.056937414537522164,0.25
poly,0.25,,4.0,0.7652321207176976,0.05574099449210407,0.25
poly,0.25,,8.0,0.7695488513031852,0.04439585731660894,0.25
poly,0.5,,0.125,0.7934972641201987,0.04715985250053314,0.25
poly,0.5,,0.25,0.802538509510143,0.04248877384936671,0.25
poly,0.5,,0.5,0.7891064651297061,0.05484127684319635,0.25
poly,0.5,,1.0,0.7756530211484817,0.05314351796943905,0.25
poly,0.5,,2.0,0.7811942638223293,0.04047831646751033,0.25
poly,0.5,,4.0,0.7721074080425546,0.053268262922196025,0.25
