kernel,C,A,gamma,mean_cindex,std,dataset
poly,1.0,,0.5,0.6461504680226253,0.04597148673658055,lung
poly,1.0,,1.0,0.6028795704428479,0.03169361484111428,lung
poly,1.0,,2.0,0.5761389903729299,0.04631803989164936,lung
poly,1.0,,4.0,0.5486682432303187,0.03570804032987897,lung
poly,1.0,,8.0,0.6205126402121107,0.05724218714964854,lung
poly,2.0,,0.125,0.6788037450444755,0.030769845023702426,lung
poly,2.0,,0.25,0.660692058004598,0.042993941399154315,lung
poly,2.0,,0.5,0.6238867837083693,0.04039448246913054,lung
poly,2.0,,1.0,0.5810957686656069,0.05194871287546066,lung
poly,2.0,,2.0,0.5565506253089876,0.046379016787070376,lung
poly,2.0,,4.0,0.5562017802089244,0.04774845637937567,lung
poly,2.0,,8.0,0.553641434667767,0.03354974023498454,lung
poly,4.0,,0.125,0.6711036751830577,0.03659288662750257,lung
poly,4.0,,0.25,0.6605010195580443,0.027994953656032644,lung
poly,4.0,,0.5,0.630912814814279,0.040995605377463,lung
poly,4.0,,1.0,0.5772505749732438,0.03956576322228608,lung
poly,4.0,,2.0,0.5681798121764414,0.05145393447692299,lung
poly,4.0,,4.0,0.5884998858273628,0.05431722158929231,lung
poly,4.0,,8.0,0.5631204349829018,0.06690396353656002,lung
cauchy,0.25,,0.125,0.7096030010676216,0.04955236858554766,lung
cauchy,0.25,,0.25,0.6696088966062972,0.04121727952396758,lung
cauchy,0.25,,0.5,0.6658782611393822,0.037017746111850436,lung
cauchy,0.25,,1.0,0.6541492818388315,0.053481890363660314,lung
cauchy,0.25,,2.0,0.6423922268240332,0.030686168444866543,lung
cauchy,0.25,,4.0,0.6462845844893488,0.034913743587541304,lung
cauchy,0.25,,8.0,0.6122540227174135,0.031273908499144805,lung
cauchy,0.5,,0.125,0.672405877857664,0.05881958468374347,lung
cauchy,0.5,,0.25,0.6739755988094801,0.03157178342242502,lung
cauchy,0.5,,0.5,0.6614277405756254,0.042004843103516286,lung
cauchy,0.5,,1.0,0.621911446965395,0.027648634390159695,lung
cauchy,0.5,,2.0,0.623499122158546,0.031144845904093284,lung
cauchy,0.5,,4.0,0.5937610259151678,0.07558875420226514,lung
cauchy,0.5,,8.0,0.6207552227382573,0.04798285331986083,lung
cauchy,1.0,,0.125,0.6810359525529467,0.04746607290224769,lung
cauchy,1.0,,0.25,0.6585087865638466,0.04871971503421945,lung
cauchy,1.0,,0.5,0.656224060275197,0.0612228634376587,lung
cauchy,1.0,,1.0,0.6204230261588113,0.042871216939438864,lung
cauchy,1.0,,2.0,0.6080701965453308,0.0608596142778575,lung
cauchy,1.0,,4.0,0.6277468386499527,0.056026641277772155,lung
cauchy,1.0,,8.0,0.6106796973352429,0.04410350329996482,lung
cauchy,2.0,,0.125,0.6953701442610387,0.06168709960543729,lung
cauchy,2.0,,0.25,0.6552909625612828,0.03548452719381024,lung
cauchy,2.0,,0.5,0.6656668933661378,0.047217988802459504,lung
cauchy,2.0,,1.0,0.6464962623346605,0.03242209963270465,lung
cauchy,2.0,,2.0,0.6348271692361424,0.047659260937243916,lung
cauchy,2.0,,4.0,0.6465930432033852,0.039385167986417495,lung
cauchy,2.0,,8.0,0.6189802944625734,0.045497809068107804,lung
cauchy,4.0,,0.125,0.6857887623393386,0.032080381423597044,lung
cauchy,4.0,,0.25,0.6430129225753628,0.050019389589976176,lung
cauchy,4.0,,0.5,0.6456572986925994,0.04784418548938946,lung
cauchy,4.0,,1.0,0.6687274076659975,0.03228208071681763,lung
cauchy,4.0,,2.0,0.6154422549714534,0.050315592560150744,lung
cauchy,4.0,,4.0,0.6245925174405413,0.02776754236992451,lung
cauchy,4.0,,8.0,0.6232379276469029,0.03741341440735444,lung
laplacian,0.25,,0.125,0.6844376933367589,0.022486713387112015,lung
laplacian,0.25,,0.25,0.6349080284167098,0.045542942204537154,lung
laplacian,0.25,,0.5,0.6146535914065451,0.04001425570286071,lung
laplacian,0.25,,1.0,0.5674808328800716,0.04170742028243591,lung
laplacian,0.25,,2.0,0.5217057143293049,0.05021074253677581,lung
laplacian,0.25,,4.0,0.47118836824752786,0.05642481133359452,lung
laplacian,0.25,,8.0,0.48156483934799094,0.03415242055556063,lung
laplacian,0.5,,0.125,0.6713844572452384,0.02474205864575743,lung
laplacian,0.5,,0.25,0.6623632627285214,0.04484289267587069,lung
laplacian,0.5,,0.5,0.6238288601451792,0.03460849284466659,lung
laplacian,0.5,,1.0,0.5683831445648109,0.04213177670457153,lung
laplacian,0.5,,2.0,0.5103566893972559,0.04804595940789555,lung
laplacian,0.5,,4.0,0.5058167896270869,0.06237920663271468,lung
laplacian,0.5,,8.0,0.5023656626817402,0.02946802409093286,lung
laplacian,1.0,,0.125,0.7044689425930555,0.035827046282869285,lung
laplacian,1.0,,0.25,0.6557100089615385,0.03785624649845701,lung
laplacian,1.0,,0.5,0.6028495962393073,0.02775648265622861,lung
laplacian,1.0,,1.0,0.5673309575057602,0.03985144226926129,lung
laplacian,1.0,,2.0,0.5174191226172292,0.0530999456824347,lung
laplacian,1.0,,4.0,0.48038758230615236,0.04267803356346326,lung
laplacian,1.0,,8.0,0.4942959806318769,0.022373727357708793,lung
laplacian,2.0,,0.125,0.7054785712768645,0.046853372104486576,lung
laplacian,2.0,,0.25,0.6615023252792962,0.041674967974064,lung
laplacian,2.0,,0.5,0.6049467913259656,0.04594631333418663,lung
laplacian,2.0,,1.0,0.5499667380713376,0.03975501788775287,lung
laplacian,2.0,,2.0,0.5539922837962368,0.05137889319573741,lung
laplacian,2.0,,4.0,0.5005281428762971,0.044971887795028254,lung
laplacian,2.0,,8.0,0.4979760482495698,0.0370802579786969,lung
laplacian,4.0,,0.125,0.7295083855167037,0.04960775706094185,lung
laplacian,4.0,,0.25,0.6581219878293045,0.03697614402476111,lung
laplacian,4.0,,0.5,0.6409624512185361,0.03566145660400979,lung
laplacian,4.0,,1.0,0.5451116646977535,0.03683324887264192,lung
laplacian,4.0,,2.0,0.5239072863482299,0.036663077801961395,lung
laplacian,4.0,,4.0,0.490291057775439,0.04351518920025935,lung
laplacian,4.0,,8.0,0.4811464256240967,0.03255105618079513,lung
wavelet,0.25,0.125,,0.5885478513574489,0.17010750465178742,ovarian
wavelet,0.25,0.25,,0.2628213208360267,0.17242878265017061,ovarian
wavelet,0.25,0.5,,0.43788563288563287,0.14666653024590817,ovarian
wavelet,0.25,1.0,,0.5126368125338713,0.27161344972965895,ovarian
wavelet,0.25,2.0,,0.6565644920381762,0.20514979745766382,ovarian
wavelet,0.25,4.0,,0.9266519607843138,0.09928240231994322,ovarian
wavelet,0.25,8.0,,0.9462424242424243,0.057666786095196335,ovarian
wavelet,0.5,0.125,,0.5908485305544129,0.1374790396715871,ovarian
wavelet,0.5,0.25,,0.429263701440172,0.1363947085998661,ovarian
wavelet,0.5,0.5,,0.45034046345811046,0.141581397761613,ovarian
wavelet,0.5,1.0,,0.5438986013986014,0.24692864532459888,ovarian
wavelet,0.5,2.0,,0.5220936285936285,0.14261076389920185,ovarian
wavelet,0.5,4.0,,0.883878343878344,0.06001863930792605,ovarian
wavelet,0.5,8.0,,0.9366400135811901,0.04420462685435562,ovarian
wavelet,1.0,0.125,,0.5672397047397048,0.15974289680631984,ovarian
wavelet,1.0,0.25,,0.40083857370699477,0.2500840470963236,ovarian
wavelet,1.0,0.5,,0.4891304347826087,0.1749707128529992,ovarian
wavelet,1.0,1.0,,0.6007346035606905,0.13116710948980703,ovarian
wavelet,1.0,2.0,,0.6368287112709309,0.2644293996790179,ovarian
wavelet,1.0,4.0,,0.8488406227664539,0.12414452034420148,ovarian
wavelet,1.0,8.0,,0.9473394383394383,0.0404640469484371,ovarian
wavelet,2.0,0.125,,0.5779164516683867,0.1309933003548717,ovarian
wavelet,2.0,0.25,,0.3333487819370172,0.1430071647154218,ovarian
wavelet,2.0,0.5,,0.45848691163908556,0.20402994092291557,ovarian
wavelet,2.0,1.0,,0.5997867908665123,0.17771022805843825,ovarian
wavelet,2.0,2.0,,0.704126984126984,0.17584651109661686,ovarian
wavelet,2.0,4.0,,0.9161257763975155,0.07280756993124632,ovarian
wavelet,2.0,8.0,,0.9640451127819549,0.03263822353225566,ovarian
wavelet,4.0,0.125,,0.5989881251645958,0.08683016184725263,ovarian
wavelet,4.0,0.25,,0.5096110303251237,0.11726156119116722,ovarian
wavelet,4.0,0.5,,0.40879271708683473,0.2732762308576376,ovarian
wavelet,4.0,1.0,,0.5226160130718955,0.20056431244401263,ovarian
wavelet,4.0,2.0,,0.6328235294117647,0.23347384648889138,ovarian
wavelet,4.0,4.0,,0.8645195625630407,0.03452078537431944,ovarian
wavelet,4.0,8.0,,0.9003072091307386,0.057630268527491084,ovarian
linear,0.25,,0.125,0.9531428571428571,0.066535653579708,ovarian
linear,0.25,,0.25,0.9020322528983857,0.05979064663745645,ovarian
linear,0.25,,0.5,0.9356086506086505,0.07008381280160737,ovarian
linear,0.25,,1.0,0.9504001145912909,0.0425086212044902,ovarian
linear,0.25,,2.0,0.9172878787878789,0.06719817224163972,ovarian
linear,0.25,,4.0,0.899995242277851,0.097721666891888,ovarian
linear,0.25,,8.0,0.931259995451172,0.03457995233485684,ovarian
linear,0.5,,0.125,0.8694876382199036,0.05565753771858294,ovarian
linear,0.5,,0.25,0.9554932920536634,0.05979813947299917,ovarian
linear,0.5,,0.5,0.9207037759058219,0.07792825373581853,ovarian
linear,0.5,,1.0,0.9545843045843047,0.07063754405075794,ovarian
linear,0.5,,2.0,0.9418449197860962,0.09114973360073915,ovarian
linear,0.5,,4.0,0.9450362021654927,0.03835008220704581,ovarian
linear,0.5,,8.0,0.9114477483301012,0.06271331498991464,ovarian
linear,1.0,,0.125,0.9550110123794333,0.03560236262639244,ovarian
linear,1.0,,0.25,0.9238070175438597,0.08807444072987329,ovarian
linear,1.0,,0.5,0.9738095238095239,0.04200355118221982,ovarian
linear,1.0,,1.0,0.9375315126050421,0.06844072316142105,ovarian
linear,1.0,,2.0,0.9649853719265484,0.049210831539043355,ovarian
linear,1.0,,4.0,0.9489498504715896,0.05930467014527279,ovarian
linear,1.0,,8.0,0.95734133126935,0.06344223344406748,ovarian
linear,2.0,,0.125,0.9480101010101011,0.042529818128674825,ovarian
linear,2.0,,0.25,0.9465175565175565,0.053162467785854685,ovarian
linear,2.0,,0.5,0.9669545454545455,0.05689560179954362,ovarian
linear,2.0,,1.0,0.9396479092989389,0.04840167973235617,ovarian
linear,2.0,,2.0,0.9344518593559513,0.05707120795821025,ovarian
linear,2.0,,4.0,0.9539840863881783,0.060327132034982016,ovarian
linear,2.0,,8.0,0.9335168020385411,0.0757460133928993,ovarian
linear,4.0,,0.125,0.9413323713323711,0.07676507823613665,ovarian
linear,4.0,,0.25,0.9271732026143791,0.05967887789876904,ovarian
linear,4.0,,0.5,0.9516489898989899,0.05008051884484221,ovarian
linear,4.0,,1.0,0.9205513331697542,0.08299856729665782,ovarian
linear,4.0,,2.0,0.9515170755170755,0.057933483053372384,ovarian
linear,4.0,,4.0,0.8911549461890018,0.05975213993287073,ovarian
linear,4.0,,8.0,0.9058191311612365,0.07576090704882803,ovarian
rbf,0.25,,0.125,0.8752815669595856,0.12196311889860455,ovarian
rbf,0.25,,0.25,0.881142942025295,0.08136859195875012,ovarian
rbf,0.25,,0.5,0.9154221544198661,0.07407376013860888,ovarian
rbf,0.25,,1.0,0.8170403943882205,0.16366297427074658,ovarian
rbf,0.25,,2.0,0.7478902578902579,0.16464183010490946,ovarian
rbf,0.25,,4.0,0.8163544973544973,0.19026099351631978,ovarian
rbf,0.25,,8.0,0.8146031746031746,0.0999604356099291,ovarian
rbf,0.5,,0.125,0.9178135391178868,0.09329095799426186,ovarian
rbf,0.5,,0.25,0.7772039997039998,0.22491916797700226,ovarian
rbf,0.5,,0.5,0.8521692860279817,0.1278166028124175,ovarian
rbf,0.5,,1.0,0.8560924636286954,0.21401967431313954,ovarian
rbf,0.5,,2.0,0.8201746031746031,0.14374907867199574,ovarian
rbf,0.5,,4.0,0.6749790322399017,0.23878929023332923,ovarian
rbf,0.5,,8.0,0.8148748361917866,0.11218703287930878,ovarian
rbf,1.0,,0.125,0.9235804642454261,0.06692913502238863,ovarian
rbf,1.0,,0.25,0.8655833333333334,0.14572426874065966,ovarian
rbf,1.0,,0.5,0.8478863636363636,0.12642002615975542,ovarian
rbf,1.0,,1.0,0.7567812441182006,0.27537526063800205,ovarian
rbf,1.0,,2.0,0.8491397524044583,0.14245456374130167,ovarian
rbf,1.0,,4.0,0.7284960317460318,0.2598562639604848,ovarian
rbf,1.0,,8.0,0.784156419265115,0.1587757552324328,ovarian
rbf,2.0,,0.125,0.9319569000195599,0.07342325107954381,ovarian
rbf,2.0,,0.25,0.8546517492169666,0.1777800756738405,ovarian
rbf,2.0,,0.5,0.871924178762414,0.09409313884600078,ovarian
rbf,2.0,,1.0,0.7421716355539885,0.17268181242053443,ovarian
rbf,2.0,,2.0,0.8607377769289535,0.08729576725754559,ovarian
rbf,2.0,,4.0,0.6931240981240983,0.2679536890735795,ovarian
rbf,2.0,,8.0,0.7722931521093286,0.1745664894296662,ovarian
rbf,4.0,,0.125,0.8565915103415103,0.15904597960233083,ovarian
rbf,4.0,,0.25,0.9052438672438674,0.06495351099233448,ovarian
rbf,4.0,,0.5,0.8762143601401913,0.1202378676656405,ovarian
rbf,4.0,,1.0,0.869584402525579,0.09196914683929004,ovarian
rbf,4.0,,2.0,0.8584530573896572,0.1075093619022296,ovarian
rbf,4.0,,4.0,0.7696750225365787,0.10198965562759482,ovarian
rbf,4.0,,8.0,0.7462742673992674,0.20625482357997119,ovarian
exponential,0.25,,0.125,0.9152292490118578,0.0638198268647872,ovarian
exponential,0.25,,0.25,0.955050505050505,0.07068722665259636,ovarian
exponential,0.25,,0.5,0.9052525252525253,0.07133065570011184,ovarian
exponential,0.25,,1.0,0.8795458342826764,0.1781850538336592,ovarian
exponential,0.25,,2.0,0.8780610555022321,0.14776004158859457,ovarian
exponential,0.25,,4.0,0.8392738095238096,0.060176809827732505,ovarian
exponential,0.25,,8.0,0.7672888530906433,0.15432005312273916,ovarian
exponential,0.5,,0.125,0.8825052625169061,0.0914305275795605,ovarian
exponential,0.5,,0.25,0.9554642857142858,0.046914624597600554,ovarian
exponential,0.5,,0.5,0.8936439393939393,0.08740949561667381,ovarian
exponential,0.5,,1.0,0.8210930735930736,0.11247260439261815,ovarian
exponential,0.5,,2.0,0.8870202020202018,0.17275090658797318,ovarian
exponential,0.5,,4.0,0.8631644969362361,0.11884207396380381,ovarian
exponential,0.5,,8.0,0.7911135713007694,0.1068771014089648,ovarian
exponential,1.0,,0.125,0.914131878441476,0.05868081199470009,ovarian
exponential,1.0,,0.25,0.9446388028895768,0.05998860001438589,ovarian
exponential,1.0,,0.5,0.8347419746115399,0.10697728737190694,ovarian
exponential,1.0,,1.0,0.8916374883286646,0.06482934792677097,ovarian
exponential,1.0,,2.0,0.7575279034690798,0.268644005429086,ovarian
exponential,1.0,,4.0,0.8140697640566061,0.12258019254443209,ovarian
exponential,1.0,,8.0,0.7952366358558309,0.0841508279265036,ovarian
exponential,2.0,,0.125,0.9752622377622379,0.031106601647355157,ovarian
exponential,2.0,,0.25,0.9014081027667983,0.09692880419771636,ovarian
exponential,2.0,,0.5,0.9050200779612542,0.09507262817964322,ovarian
exponential,2.0,,1.0,0.8785503754931,0.06017443384972826,ovarian
exponential,2.0,,2.0,0.9013997113997114,0.06319543393884679,ovarian
exponential,2.0,,4.0,0.7850838567750332,0.1861640408590954,ovarian
exponential,2.0,,8.0,0.7445681513712205,0.17066084847015733,ovarian
exponential,4.0,,0.125,0.9681590909090911,0.038890932731940615,ovarian
exponential,4.0,,0.25,0.903368686868687,0.07431570646316754,ovarian
exponential,4.0,,0.5,0.914635832004253,0.0828188515665269,ovarian
exponential,4.0,,1.0,0.8528708513708512,0.11745007012756643,ovarian
exponential,4.0,,2.0,0.8036862745098039,0.1436726141389221,ovarian
exponential,4.0,,4.0,0.8683867813473076,0.09790449153362235,ovarian
exponential,4.0,,8.0,0.8118803753149729,0.15829711677771913,ovarian
poly,0.25,,0.125,0.9362963458110517,0.06107791929422826,ovarian
poly,0.25,,0.25,0.9216135808635808,0.06996741731575153,ovarian
poly,0.25,,0.5,0.8862424930366444,0.12972285246658996,ovarian
poly,0.25,,1.0,0.9354164686076449,0.05595009560189243,ovarian
poly,0.25,,2.0,0.9261233609385782,0.08930041905046107,ovarian
poly,0.25,,4.0,0.9352654556485825,0.07115923765037373,ovarian
poly,0.25,,8.0,0.9171233766233765,0.06574355907260164,ovarian
poly,0.5,,0.125,0.9519714690767322,0.04961535948573012,ovarian
poly,0.5,,0.25,0.9221060606060604,0.0772563396170132,ovarian
poly,0.5,,0.5,0.9466666666666665,0.04516635916254486,ovarian
poly,0.5,,1.0,0.9514304323127852,0.03409488188594503,ovarian
poly,0.5,,2.0,0.934599784485368,0.08576175096816312,ovarian
poly,0.5,,4.0,0.8949387185704323,0.12219032264264637,ovarian
poly,0.5,,8.0,0.9033603896103897,0.09632066993111647,ovarian
poly,1.0,,0.125,0.9481797007340486,0.05157689792417082,ovarian
poly,1.0,,0.25,0.8856015496296827,0.09850309510164207,ovarian
poly,1.0,,0.5,0.9414603174603174,0.06612267853603668,ovarian
poly,1.0,,1.0,0.9501136977917165,0.047616633751655625,ovarian
poly,1.0,,2.0,0.9545810783419479,0.050158487892998774,ovarian
poly,1.0,,4.0,0.8538974358974359,0.15005876171444635,ovarian
poly,1.0,,8.0,0.866671759612936,0.1341058873811436,ovarian
poly,2.0,,0.125,0.8935248640248641,0.14094352388256554,ovarian
poly,2.0,,0.25,0.9575576923076923,0.05747600798666206,ovarian
poly,2.0,,0.5,0.9316093717495318,0.05384599805961296,ovarian
poly,2.0,,1.0,0.950774044795784,0.07437306973004518,ovarian
poly,2.0,,2.0,0.9011300397005068,0.11931104016751908,ovarian
poly,2.0,,4.0,0.90013872742773,0.08791676893000258,ovarian
poly,2.0,,8.0,0.8624209799861975,0.07550483247515041,ovarian
poly,4.0,,0.125,0.9189900087834871,0.08179817145588457,ovarian
poly,4.0,,0.25,0.9579084967320262,0.05934226613074557,ovarian
poly,4.0,,0.5,0.9688765403394559,0.02760497099981248,ovarian
poly,4.0,,1.0,0.943997493734336,0.05208462550977351,ovarian
poly,4.0,,2.0,0.9121885005209813,0.1125181856298447,ovarian
poly,4.0,,4.0,0.9199497071555894,0.0774039259438727,ovarian
poly,4.0,,8.0,0.8488974755470919,0.1492657298523701,ovarian
cauchy,0.25,,0.125,0.9436723759332455,0.05700521506894984,ovarian
cauchy,0.25,,0.25,0.8855790513833993,0.06751396953217861,ovarian
cauchy,0.25,,0.5,0.8773530583548755,0.1033585149541515,ovarian
cauchy,0.25,,1.0,0.9074135237827189,0.06906227101605254,ovarian
cauchy,0.25,,2.0,0.9056423478482303,0.06492113148905719,ovarian
cauchy,0.25,,4.0,0.7887821759797463,0.16802154884444936,ovarian
cauchy,0.25,,8.0,0.7527395167761299,0.1566319993291326,ovarian
cauchy,0.5,,0.125,0.9122519002736394,0.05639862347330338,ovarian
cauchy,0.5,,0.25,0.9044636625993471,0.09306239052143953,ovarian
cauchy,0.5,,0.5,0.881487202855624,0.11568839684743133,ovarian
cauchy,0.5,,1.0,0.9336680063329681,0.05578980543984125,ovarian
cauchy,0.5,,2.0,0.8575455412731628,0.1592084519127529,ovarian
cauchy,0.5,,4.0,0.8755701754385964,0.12303642402869518,ovarian
cauchy,0.5,,8.0,0.9228343483858189,0.07587874872629778,ovarian
cauchy,1.0,,0.125,0.9427340863881785,0.0647467480061682,ovarian
cauchy,1.0,,0.25,0.9106029236464019,0.06050508849439128,ovarian
cauchy,1.0,,0.5,0.9448119630627371,0.05637721885392838,ovarian
cauchy,1.0,,1.0,0.882725916453538,0.0862786425077282,ovarian
cauchy,1.0,,2.0,0.9089394363806129,0.058356581087328566,ovarian
cauchy,1.0,,4.0,0.8566263475087004,0.1747855074203776,ovarian
cauchy,1.0,,8.0,0.9263903743315508,0.0886769089640567,ovarian
cauchy,2.0,,0.125,0.9510252904989747,0.06481092109044073,ovarian
cauchy,2.0,,0.25,0.9433968253968252,0.046916790013652745,ovarian
cauchy,2.0,,0.5,0.8907467532467533,0.06864852009810786,ovarian
cauchy,2.0,,1.0,0.832649674886517,0.1033453227278531,ovarian
cauchy,2.0,,2.0,0.9028657616892911,0.13839210330619062,ovarian
cauchy,2.0,,4.0,0.8593115218115217,0.12736721139066862,ovarian
cauchy,2.0,,8.0,0.88887987012987,0.09107670222247494,ovarian
cauchy,4.0,,0.125,0.9184596384008149,0.07299359295796934,ovarian
cauchy,4.0,,0.25,0.924138041909781,0.06584374856784388,ovarian
cauchy,4.0,,0.5,0.9246657046657047,0.11959306744500227,ovarian
cauchy,4.0,,1.0,0.8682221188870806,0.1659034204664436,ovarian
cauchy,4.0,,2.0,0.8492786732531314,0.10453755587632638,ovarian
cauchy,4.0,,4.0,0.8339352863675114,0.0843684961290769,ovarian
cauchy,4.0,,8.0,0.871607327141383,0.12178148650892522,ovarian
laplacian,0.25,,0.125,0.9428045157456921,0.048152616619973755,ovarian
laplacian,0.25,,0.25,0.8999088319088319,0.08215340747974356,ovarian
laplacian,0.25,,0.5,0.8931697425381635,0.09770218353892274,ovarian
laplacian,0.25,,1.0,0.774814269064269,0.1742889520514659,ovarian
laplacian,0.25,,2.0,0.7311677559912854,0.2546490632192948,ovarian
laplacian,0.25,,4.0,0.839251552795031,0.15695336354839284,ovarian
laplacian,0.25,,8.0,0.7819188311688312,0.14988819725128574,ovarian
laplacian,0.5,,0.125,0.9492076719576721,0.05629187051527966,ovarian
laplacian,0.5,,0.25,0.8501815408085431,0.13964848682043993,ovarian
laplacian,0.5,,0.5,0.9127394559631401,0.07430459457966815,ovarian
laplacian,0.5,,1.0,0.780289294039294,0.15777603482050184,ovarian
laplacian,0.5,,2.0,0.7131750737185519,0.2817848432445552,ovarian
laplacian,0.5,,4.0,0.8079057101309421,0.1723006416972586,ovarian
laplacian,0.5,,8.0,0.7558177010038465,0.1290776558398057,ovarian
laplacian,1.0,,0.125,0.9231661856661857,0.09151953145270988,ovarian
laplacian,1.0,,0.25,0.9047991469314998,0.09272563078217441,ovarian
laplacian,1.0,,0.5,0.8353529411764706,0.1477041655685218,ovarian
laplacian,1.0,,1.0,0.8558441558441559,0.10436083831113448,ovarian
laplacian,1.0,,2.0,0.7684223602484472,0.28106633426446853,ovarian
laplacian,1.0,,4.0,0.7918104083738757,0.17585179772960705,ovarian
laplacian,1.0,,8.0,0.7462024639658911,0.12247827742858791,ovarian
laplacian,2.0,,0.125,0.9617201426024955,0.047603283174980054,ovarian
laplacian,2.0,,0.25,0.9366363829407307,0.06876460217970835,ovarian
laplacian,2.0,,0.5,0.8773461335481796,0.13873425840686876,ovarian
laplacian,2.0,,1.0,0.9035381583463427,0.0775939906431146,ovarian
laplacian,2.0,,2.0,0.840233893557423,0.11274990609087474,ovarian
laplacian,2.0,,4.0,0.8133506528469512,0.1640704552605555,ovarian
laplacian,2.0,,8.0,0.6018837000632666,0.24448465292521207,ovarian
laplacian,4.0,,0.125,0.9198412698412698,0.059805681809670684,ovarian
laplacian,4.0,,0.25,0.8397786157197921,0.1589483958492476,ovarian
laplacian,4.0,,0.5,0.8261929117581293,0.1492461666970675,ovarian
laplacian,4.0,,1.0,0.8307190852625637,0.10521374299813262,ovarian
laplacian,4.0,,2.0,0.8787059257167952,0.11517910681199475,ovarian
laplacian,4.0,,4.0,0.7934170117322291,0.126557701032614,ovarian
laplacian,4.0,,8.0,0.7708396164509874,0.13661121045848532,ovarian
wavelet,0.25,0.125,,0.5,0.0,pbc
wavelet,0.25,0.25,,0.4988818170578653,0.004605460895364649,pbc
wavelet,0.25,0.5,,0.4879436537716728,0.0272423702092372,pbc
wavelet,0.25,1.0,,0.4565175850447624,0.040058790473018656,pbc
wavelet,0.25,2.0,,0.49872780595344446,0.044350288903533625,pbc
wavelet,0.25,4.0,,0.6726683627742698,0.06671226181310276,pbc
wavelet,0.25,8.0,,0.8357088224366264,0.027714475948733594,pbc
wavelet,0.5,0.125,,0.5,0.0,pbc
wavelet,0.5,0.25,,0.502656448342971,0.004329458759414592,pbc
wavelet,0.5,0.5,,0.49997042046856244,0.03921575372213831,pbc
wavelet,0.5,1.0,,0.4547932928992073,0.04022591460626426,pbc
wavelet,0.5,2.0,,0.4968741588568604,0.0431308489395947,pbc
wavelet,0.5,4.0,,0.6780739827995851,0.057185731502360004,pbc
wavelet,0.5,8.0,,0.8337350283228323,0.03727587368449135,pbc
wavelet,1.0,0.125,,0.5,0.0,pbc
wavelet,1.0,0.25,,0.5005367592943843,0.0036323524118812437,pbc
wavelet,1.0,0.5,,0.501082394692632,0.030665413172764028,pbc
wavelet,1.0,1.0,,0.43542420937927784,0.04967984253052199,pbc
wavelet,1.0,2.0,,0.47385063796628135,0.04699667320772665,pbc
wavelet,1.0,4.0,,0.6911235031511314,0.054862359107078526,pbc
wavelet,1.0,8.0,,0.8641281527905862,0.029029214567483166,pbc
wavelet,2.0,0.125,,0.5,0.0,pbc
wavelet,2.0,0.25,,0.5035264696928559,0.012160652997112865,pbc
wavelet,2.0,0.5,,0.5000548415387506,0.03672831550244826,pbc
wavelet,2.0,1.0,,0.4316824460536964,0.04747284383849711,pbc
wavelet,2.0,2.0,,0.5016239741431701,0.04004182000853959,pbc
wavelet,2.0,4.0,,0.6473201362728591,0.05086452573600896,pbc
wavelet,2.0,8.0,,0.8215868821702104,0.040050140650675206,pbc
wavelet,4.0,0.125,,0.5,0.0,pbc
wavelet,4.0,0.25,,0.49866873334892176,0.00913311594641996,pbc
wavelet,4.0,0.5,,0.48525047300114393,0.030667399275980837,pbc
wavelet,4.0,1.0,,0.42788413058276953,0.05093844711349986,pbc
wavelet,4.0,2.0,,0.47569541760896794,0.04221851790513947,pbc
wavelet,4.0,4.0,,0.6736236170824452,0.051680746359493365,pbc
wavelet,4.0,8.0,,0.823341498663404,0.03252457454442408,pbc
linear,0.25,,0.125,0.846168169431307,0.02041346891137744,pbc
linear,0.25,,0.25,0.8508521456938258,0.031246522731365068,pbc
linear,0.25,,0.5,0.8440317512394468,0.029817756882537554,pbc
linear,0.25,,1.0,0.8479852780586109,0.025985707387208686,pbc
linear,0.25,,2.0,0.8396373509087118,0.015905766958538622,pbc
linear,0.25,,4.0,0.8485689566577997,0.02453868211053912,pbc
linear,0.25,,8.0,0.8463969295114229,0.044733827236339084,pbc
linear,0.5,,0.125,0.8357000657405687,0.028532783525332988,pbc
linear,0.5,,0.25,0.8301149420044908,0.019126342773073478,pbc
linear,0.5,,0.5,0.8189261590044797,0.03931988921518226,pbc
linear,0.5,,1.0,0.8472792117547578,0.027165482426109003,pbc
linear,0.5,,2.0,0.8265879245025088,0.038108028633431275,pbc
linear,0.5,,4.0,0.8325210338205379,0.035064756121639076,pbc
linear,0.5,,8.0,0.8384767941572406,0.03813732802651868,pbc
linear,1.0,,0.125,0.8474729259308791,0.04147051166359236,pbc
linear,1.0,,0.25,0.8147423185005584,0.03591966145624561,pbc
linear,1.0,,0.5,0.8287162807548023,0.025710071639438985,pbc
linear,1.0,,1.0,0.842828406488939,0.03981176568723008,pbc
linear,1.0,,2.0,0.838232636368914,0.025561623507176882,pbc
linear,1.0,,4.0,0.8298575305315874,0.03492180505850478,pbc
linear,1.0,,8.0,0.8351525353473533,0.033417816048285885,pbc
linear,2.0,,0.125,0.8351872132594439,0.025151287959532326,pbc
linear,2.0,,0.25,0.8282577373013925,0.02857951653432616,pbc
linear,2.0,,0.5,0.8132800310464521,0.03571633134234165,pbc
linear,2.0,,1.0,0.8233663456884066,0.025609188667259954,pbc
