kernel,C,A,gamma,mean_cindex,std,dataset
exponential,4.0,,8.0,0.5667274054579667,0.03897659481606587,whas500
poly,0.25,,0.125,0.7430644534611941,0.020235746726714257,whas500
poly,0.25,,0.25,0.7209037348712739,0.009191204860431807,whas500
poly,0.25,,0.5,0.7264110189600863,0.024374537239952157,whas500
poly,0.25,,1.0,0.7283091676891656,0.031164891126094652,whas500
poly,0.25,,2.0,0.6824624151763616,0.037321671525985596,whas500
poly,0.25,,4.0,0.6424103412467274,0.026933801132511207,whas500
poly,0.25,,8.0,0.6021698301225119,0.02972271531498457,whas500
poly,0.5,,0.125,0.7394280895289647,0.02379626671293167,whas500
poly,0.5,,0.25,0.7396543413483083,0.022335944350760563,whas500
poly,0.5,,0.5,0.7531144885068322,0.03816628933118339,whas500
poly,0.5,,1.0,0.7131256154288521,0.026928453046326645,whas500
